"airport","year","domestic_departures","international_departures","domestic_destinations","international_destinations"
"NCRG","2018","1604","1023","1","7"
"NCRG","2019","1494","1007","1","6"
"NFCI","2003","52","0","1","0"
"NFCI","2004","53","0","1","0"
"NFCI","2005","52","0","1","0"
"NFCI","2006","52","0","1","0"
"NFCI","2007","56","0","1","0"
"NFCI","2008","52","0","1","0"
"NFCI","2009","22","0","1","0"
"NFCI","2010","9","0","1","0"
"NFCI","2011","52","0","1","0"
"NFCI","2012","52","0","1","0"
"NFCI","2013","53","0","2","0"
"NFCI","2014","52","0","1","0"
"NFCI","2015","52","0","1","0"
"NFCI","2016","52","0","1","0"
"NFCI","2017","52","0","1","0"
"NFCI","2018","52","0","1","0"
"NFCI","2019","53","0","1","0"
"NFFN","2003","9480","3278","10","26"
"NFFN","2004","9231","3532","10","28"
"NFFN","2005","9457","4233","11","29"
"NFFN","2006","9248","4341","12","32"
"NFFN","2007","11029","4347","12","30"
"NFFN","2008","9960","4356","11","31"
"NFFN","2009","9379","4282","10","32"
"NFFN","2010","7819","4661","8","30"
"NFFN","2011","4509","4911","6","31"
"NFFN","2012","3793","5048","6","30"
"NFFN","2013","3785","5118","14","32"
"NFFN","2014","3813","5444","9","32"
"NFFN","2015","3808","6053","7","34"
"NFFN","2016","4103","6607","7","35"
"NFFN","2017","4255","6869","6","38"
"NFFN","2018","5292","7036","9","36"
"NFFN","2019","5249","7192","6","38"
"NFFO","2003","1980","0","1","0"
"NFFO","2004","1464","0","1","0"
"NFFO","2005","1460","0","1","0"
"NFFO","2006","1460","0","1","0"
"NFFO","2007","2071","0","1","0"
"NFFO","2008","1250","0","1","0"
"NFFO","2009","1338","0","1","0"
"NFFO","2010","1216","0","1","0"
"NFKD","2003","942","0","2","0"
"NFKD","2004","732","0","2","0"
"NFKD","2005","730","0","2","0"
"NFKD","2006","731","0","2","0"
"NFKD","2007","730","0","2","0"
"NFKD","2008","732","0","2","0"
"NFKD","2009","1066","0","3","0"
"NFKD","2010","800","0","2","0"
"NFKD","2011","699","0","2","0"
"NFKD","2012","348","0","2","0"
"NFKD","2013","311","0","4","0"
"NFKD","2014","312","0","2","0"
"NFKD","2015","317","0","2","0"
"NFKD","2016","269","0","2","0"
"NFKD","2017","266","0","2","0"
"NFKD","2018","286","0","2","0"
"NFKD","2019","279","0","2","0"
"NFMA","2003","1825","0","1","0"
"NFMA","2004","1830","0","1","0"
"NFMA","2005","1825","0","1","0"
"NFMA","2006","1825","0","1","0"
"NFMA","2007","1707","0","1","0"
"NFMA","2008","1412","0","1","0"
"NFMA","2009","1407","0","1","0"
"NFMA","2010","1231","0","1","0"
"NFMO","2003","52","0","1","0"
"NFMO","2004","31","0","2","0"
"NFMO","2005","83","0","2","0"
"NFMO","2006","104","0","2","0"
"NFMO","2007","69","0","2","0"
"NFMO","2008","53","0","1","0"
"NFMO","2009","21","0","1","0"
"NFNA","2003","9292","481","15","6"
"NFNA","2004","8596","502","18","4"
"NFNA","2005","8977","484","19","4"
"NFNA","2006","8007","445","19","4"
"NFNA","2007","8848","300","19","4"
"NFNA","2008","8892","295","16","4"
"NFNA","2009","8056","242","20","3"
"NFNA","2010","5702","266","10","3"
"NFNA","2011","4180","310","9","3"
"NFNA","2012","3199","336","9","3"
"NFNA","2013","3007","319","16","3"
"NFNA","2014","3074","398","11","4"
"NFNA","2015","3070","542","12","6"
"NFNA","2016","3296","546","11","6"
"NFNA","2017","3467","618","10","7"
"NFNA","2018","4208","501","10","7"
"NFNA","2019","4232","441","9","4"
"NFNB","2003","1072","0","1","0"
"NFNB","2004","678","0","1","0"
"NFNB","2005","678","0","1","0"
"NFNB","2006","679","0","1","0"
"NFNB","2007","678","0","1","0"
"NFNB","2008","680","0","1","0"
"NFNB","2009","1105","0","2","0"
"NFNB","2010","1068","0","1","0"
"NFNB","2011","104","0","1","0"
"NFNG","2003","105","0","1","0"
"NFNG","2004","57","0","2","0"
"NFNG","2005","82","0","2","0"
"NFNG","2006","104","0","2","0"
"NFNG","2007","69","0","2","0"
"NFNG","2008","53","0","1","0"
"NFNG","2009","22","0","1","0"
"NFNH","2003","668","0","1","0"
"NFNH","2013","6","0","2","0"
"NFNH","2014","10","0","2","0"
"NFNH","2015","8","0","2","0"
"NFNH","2016","4","0","2","0"
"NFNH","2018","4","0","1","0"
"NFNK","2003","61","0","1","0"
"NFNK","2004","65","0","1","0"
"NFNK","2005","104","0","1","0"
"NFNK","2006","75","0","1","0"
"NFNK","2007","58","0","1","0"
"NFNK","2008","52","0","1","0"
"NFNK","2009","21","0","1","0"
"NFNK","2010","51","0","1","0"
"NFNK","2011","52","0","1","0"
"NFNK","2012","52","0","1","0"
"NFNK","2013","52","0","2","0"
"NFNK","2014","53","0","1","0"
"NFNK","2015","54","0","1","0"
"NFNK","2016","52","0","1","0"
"NFNK","2017","52","0","1","0"
"NFNK","2018","54","0","1","0"
"NFNK","2019","52","0","1","0"
"NFNL","2003","3449","0","5","0"
"NFNL","2004","3548","0","5","0"
"NFNL","2005","3498","0","5","0"
"NFNL","2006","3254","0","5","0"
"NFNL","2007","3223","0","5","0"
"NFNL","2008","3221","0","5","0"
"NFNL","2009","1700","0","3","0"
"NFNL","2010","1259","0","2","0"
"NFNL","2011","1266","0","2","0"
"NFNL","2012","1154","0","2","0"
"NFNL","2013","1192","0","4","0"
"NFNL","2014","1194","0","4","0"
"NFNL","2015","1235","0","2","0"
"NFNL","2016","1286","0","2","0"
"NFNL","2017","1379","0","2","0"
"NFNL","2018","1530","0","2","0"
"NFNL","2019","1669","0","2","0"
"NFNO","2003","77","0","3","0"
"NFNO","2004","57","0","2","0"
"NFNO","2005","82","0","2","0"
"NFNO","2006","104","0","2","0"
"NFNO","2007","69","0","2","0"
"NFNO","2008","52","0","1","0"
"NFNO","2009","22","0","1","0"
"NFNO","2014","1","0","1","0"
"NFNO","2015","48","0","1","0"
"NFNO","2016","50","0","1","0"
"NFNO","2017","52","0","1","0"
"NFNO","2018","54","0","1","0"
"NFNO","2019","52","0","1","0"
"NFNR","2003","53","0","1","0"
"NFNR","2004","52","0","1","0"
"NFNR","2005","100","0","1","0"
"NFNR","2006","73","0","1","0"
"NFNR","2007","57","0","1","0"
"NFNR","2008","53","0","1","0"
"NFNR","2009","21","0","1","0"
"NFNR","2011","52","0","1","0"
"NFNR","2012","53","0","2","0"
"NFNR","2013","53","0","2","0"
"NFNR","2014","52","0","1","0"
"NFNR","2015","53","0","1","0"
"NFNR","2016","76","0","2","0"
"NFNR","2017","81","0","2","0"
"NFNR","2018","84","0","2","0"
"NFNR","2019","52","0","1","0"
"NFNS","2003","3698","0","6","0"
"NFNS","2004","3662","0","5","0"
"NFNS","2005","3747","0","5","0"
"NFNS","2006","3967","0","5","0"
"NFNS","2007","3905","0","5","0"
"NFNS","2008","2402","0","4","0"
"NFNS","2009","2215","0","5","0"
"NFNS","2010","1435","0","2","0"
"NFNS","2011","1244","0","4","0"
"NFNS","2012","927","0","3","0"
"NFNS","2013","845","0","6","0"
"NFNS","2014","834","0","3","0"
"NFNS","2015","850","0","3","0"
"NFNS","2016","933","0","4","0"
"NFNS","2017","955","0","2","0"
"NFNS","2018","1184","0","3","0"
"NFNS","2019","1178","0","2","0"
"NFTE","2003","320","0","1","0"
"NFTE","2004","52","0","1","0"
"NFTE","2006","464","0","1","0"
"NFTE","2007","580","0","1","0"
"NFTE","2008","522","0","1","0"
"NFTE","2009","216","0","1","0"
"NFTE","2015","88","0","1","0"
"NFTE","2016","428","0","1","0"
"NFTE","2017","936","0","1","0"
"NFTE","2018","548","0","1","0"
"NFTE","2019","712","0","1","0"
"NFTF","2003","1923","1197","3","13"
"NFTF","2004","622","1075","4","13"
"NFTF","2005","38","1110","1","11"
"NFTF","2006","1771","933","3","10"
"NFTF","2007","2865","798","5","9"
"NFTF","2008","3338","729","5","8"
"NFTF","2009","1072","734","5","6"
"NFTF","2010","0","743","0","6"
"NFTF","2011","0","688","0","6"
"NFTF","2012","0","693","0","5"
"NFTF","2013","0","693","0","7"
"NFTF","2014","0","738","0","7"
"NFTF","2015","564","815","4","7"
"NFTF","2016","1715","852","4","5"
"NFTF","2017","2964","884","3","5"
"NFTF","2018","1173","854","3","5"
"NFTF","2019","2238","811","3","4"
"NFTL","2003","807","0","2","0"
"NFTL","2004","309","0","2","0"
"NFTL","2006","478","0","2","0"
"NFTL","2007","976","0","4","0"
"NFTL","2008","1464","0","4","0"
"NFTL","2009","348","0","4","0"
"NFTL","2015","195","0","2","0"
"NFTL","2016","591","0","2","0"
"NFTL","2017","936","0","2","0"
"NFTL","2018","205","0","2","0"
"NFTL","2019","732","0","2","0"
"NFTO","2003","61","0","1","0"
"NFTO","2004","18","0","1","0"
"NFTO","2006","48","0","1","0"
"NFTO","2007","52","0","1","0"
"NFTO","2008","50","0","1","0"
"NFTO","2009","22","0","1","0"
"NFTO","2015","12","0","1","0"
"NFTO","2016","32","0","1","0"
"NFTO","2017","52","0","1","0"
"NFTO","2018","17","0","1","0"
"NFTO","2019","33","0","1","0"
"NFTP","2003","61","0","1","0"
"NFTP","2004","23","0","1","0"
"NFTP","2006","34","0","1","0"
"NFTP","2007","52","0","1","0"
"NFTP","2008","46","0","1","0"
"NFTP","2009","21","0","1","0"
"NFTP","2015","13","0","1","0"
"NFTP","2016","30","0","1","0"
"NFTP","2017","52","0","1","0"
"NFTP","2018","33","0","1","0"
"NFTP","2019","29","0","1","0"
"NFTV","2003","1260","0","4","0"
"NFTV","2004","490","18","5","1"
"NFTV","2005","38","60","1","2"
"NFTV","2006","971","27","3","2"
"NFTV","2007","1884","0","6","0"
"NFTV","2008","2284","0","6","0"
"NFTV","2009","692","0","6","0"
"NFTV","2015","356","1","5","1"
"NFTV","2016","833","57","5","1"
"NFTV","2017","1300","125","3","1"
"NFTV","2018","520","191","4","2"
"NFTV","2019","974","224","4","2"
"NFVB","2003","146","0","2","0"
"NFVB","2004","147","0","2","0"
"NFVB","2005","104","0","1","0"
"NFVB","2006","74","0","1","0"
"NFVB","2007","56","0","1","0"
"NFVB","2008","52","0","1","0"
"NFVB","2009","22","0","1","0"
"NFVB","2010","50","0","1","0"
"NFVB","2011","52","0","1","0"
"NFVB","2012","52","0","1","0"
"NFVB","2013","54","0","3","0"
"NFVB","2014","54","0","2","0"
"NFVB","2015","52","0","1","0"
"NFVB","2016","52","0","1","0"
"NFVB","2017","54","0","1","0"
"NFVB","2018","54","0","1","0"
"NFVB","2019","52","0","1","0"
"NGAB","2016","47","0","2","0"
"NGAB","2017","209","0","4","0"
"NGAB","2018","148","0","2","0"
"NGAB","2019","208","0","2","0"
"NGBR","2016","36","0","3","0"
"NGBR","2017","156","0","6","0"
"NGBR","2018","105","0","3","0"
"NGBR","2019","104","0","2","0"
"NGFU","2003","0","116","0","1"
"NGFU","2004","0","134","0","1"
"NGFU","2005","0","156","0","1"
"NGFU","2006","0","135","0","1"
"NGFU","2007","0","104","0","1"
"NGFU","2008","0","137","0","2"
"NGFU","2009","0","130","0","2"
"NGFU","2010","0","112","0","1"
"NGFU","2011","0","111","0","1"
"NGFU","2012","0","127","0","1"
"NGFU","2013","0","119","0","1"
"NGFU","2014","0","134","0","1"
"NGFU","2015","0","108","0","2"
"NGFU","2016","0","128","0","1"
"NGFU","2017","0","132","0","1"
"NGFU","2018","0","170","0","2"
"NGFU","2019","0","206","0","2"
"NGKT","2016","47","0","2","0"
"NGKT","2017","209","0","4","0"
"NGKT","2018","140","0","2","0"
"NGKT","2019","157","0","2","0"
"NGMA","2016","35","0","1","0"
"NGMA","2017","157","0","2","0"
"NGMA","2018","103","0","1","0"
"NGMA","2019","104","0","1","0"
"NGMK","2016","58","0","2","0"
"NGMK","2017","262","0","4","0"
"NGMK","2018","185","0","2","0"
"NGMK","2019","260","0","2","0"
"NGMN","2016","23","0","1","0"
"NGMN","2017","150","0","2","0"
"NGMN","2018","111","0","1","0"
"NGMN","2019","157","0","1","0"
"NGNU","2016","24","0","2","0"
"NGNU","2017","104","0","4","0"
"NGNU","2018","76","0","3","0"
"NGNU","2019","104","0","2","0"
"NGON","2016","24","0","2","0"
"NGON","2017","104","0","4","0"
"NGON","2018","66","0","3","0"
"NGON","2019","53","0","1","0"
"NGTA","2003","0","258","0","4"
"NGTA","2004","0","257","0","4"
"NGTA","2005","0","212","0","4"
"NGTA","2006","0","305","0","6"
"NGTA","2007","0","247","0","4"
"NGTA","2008","0","136","0","2"
"NGTA","2009","0","105","0","1"
"NGTA","2010","0","174","0","3"
"NGTA","2011","0","208","0","3"
"NGTA","2012","0","105","0","1"
"NGTA","2013","0","105","0","1"
"NGTA","2014","0","201","0","3"
"NGTA","2015","0","211","0","4"
"NGTA","2016","422","215","10","3"
"NGTA","2017","1882","239","20","4"
"NGTA","2018","1311","288","11","5"
"NGTA","2019","1720","380","11","5"
"NGTB","2016","58","0","1","0"
"NGTB","2017","262","0","2","0"
"NGTB","2018","185","0","1","0"
"NGTB","2019","261","0","1","0"
"NGTE","2016","180","0","8","0"
"NGTE","2017","780","0","16","0"
"NGTE","2018","534","0","8","0"
"NGTE","2019","626","0","7","0"
"NGTM","2016","12","0","1","0"
"NGTM","2017","52","0","2","0"
"NGTM","2018","37","0","1","0"
"NGTM","2019","52","0","1","0"
"NGTO","2016","36","0","2","0"
"NGTO","2017","156","0","4","0"
"NGTO","2018","113","0","2","0"
"NGTO","2019","156","0","2","0"
"NGTR","2016","12","0","1","0"
"NGTR","2017","52","0","2","0"
"NGTR","2018","37","0","1","0"
"NGTR","2019","52","0","1","0"
"NGTS","2016","36","0","3","0"
"NGTS","2017","156","0","6","0"
"NGTS","2018","95","0","3","0"
"NGTS","2019","52","0","1","0"
"NGTU","2016","35","0","2","0"
"NGTU","2017","157","0","4","0"
"NGTU","2018","111","0","2","0"
"NGTU","2019","157","0","2","0"
"NGUK","2016","35","0","2","0"
"NGUK","2017","157","0","4","0"
"NGUK","2018","111","0","2","0"
"NGUK","2019","157","0","1","0"
"NIUE","2003","0","120","0","2"
"NIUE","2004","0","135","0","2"
"NIUE","2005","0","110","0","3"
"NIUE","2006","0","85","0","3"
"NIUE","2007","0","53","0","2"
"NIUE","2008","0","57","0","2"
"NIUE","2009","0","53","0","1"
"NIUE","2010","0","54","0","1"
"NIUE","2011","0","53","0","1"
"NIUE","2012","0","53","0","1"
"NIUE","2013","0","68","0","1"
"NIUE","2014","0","80","0","1"
"NIUE","2015","0","85","0","1"
"NIUE","2016","0","83","0","1"
"NIUE","2017","0","93","0","1"
"NIUE","2018","0","105","0","1"
"NIUE","2019","0","104","0","1"
"NLWF","2003","449","0","1","0"
"NLWF","2004","435","0","1","0"
"NLWF","2005","450","0","1","0"
"NLWF","2006","438","0","1","0"
"NLWF","2007","453","0","1","0"
"NLWF","2008","508","0","1","0"
"NLWF","2009","662","0","1","0"
"NLWF","2010","638","0","1","0"
"NLWF","2011","634","0","1","0"
"NLWF","2012","657","0","1","0"
"NLWF","2013","660","0","1","0"
"NLWF","2014","724","0","1","0"
"NLWF","2015","745","0","1","0"
"NLWF","2016","800","0","1","0"
"NLWF","2017","745","0","1","0"
"NLWF","2018","754","0","1","0"
"NLWF","2019","593","0","1","0"
"NLWW","2003","449","125","1","2"
"NLWW","2004","435","115","1","3"
"NLWW","2005","450","113","1","2"
"NLWW","2006","438","112","1","2"
"NLWW","2007","453","126","1","3"
"NLWW","2008","508","126","1","3"
"NLWW","2009","661","151","1","2"
"NLWW","2010","636","156","1","2"
"NLWW","2011","632","158","1","2"
"NLWW","2012","655","157","1","3"
"NLWW","2013","660","160","1","5"
"NLWW","2014","724","145","1","2"
"NLWW","2015","740","142","1","2"
"NLWW","2016","801","140","1","2"
"NLWW","2017","745","140","1","2"
"NLWW","2018","752","138","1","2"
"NLWW","2019","594","139","1","2"
"NSAS","2003","13","0","1","0"
"NSAS","2004","150","0","1","0"
"NSAS","2005","21","0","1","0"
"NSAS","2016","16","0","1","0"
"NSAS","2017","52","0","1","0"
"NSAS","2018","13","0","1","0"
"NSAU","2005","22","0","2","0"
"NSAU","2006","43","0","1","0"
"NSFI","2003","1143","2373","1","1"
"NSFI","2004","1035","2491","1","1"
"NSFI","2005","97","57","1","1"
"NSFI","2009","85","523","2","1"
"NSFI","2010","183","1919","2","1"
"NSFI","2011","156","2033","2","1"
"NSFI","2012","89","2231","2","1"
"NSFI","2013","0","2345","0","1"
"NSFI","2014","0","2499","0","1"
"NSFI","2015","77","3129","2","2"
"NSFI","2016","0","3796","0","2"
"NSFI","2017","0","3694","0","1"
"NSFI","2018","0","918","0","1"
"NSFQ","2014","10","0","1","0"
"NSFQ","2015","98","0","2","0"
"NSFQ","2016","84","0","1","0"
"NSFQ","2017","234","0","1","0"
"NSFQ","2018","51","0","1","0"
"NSMA","2003","1151","145","1","1"
"NSMA","2004","1047","157","1","1"
"NSMA","2005","838","38","3","1"
"NSMA","2006","599","0","1","0"
"NSMA","2007","39","0","1","0"
"NSMA","2009","51","0","1","0"
"NSMA","2010","118","0","1","0"
"NSMA","2011","104","0","1","0"
"NSMA","2012","35","0","1","0"
"NSMA","2015","77","0","2","0"
"NSTU","2003","13","2776","1","8"
"NSTU","2004","260","3533","2","8"
"NSTU","2005","42","2117","2","7"
"NSTU","2006","0","2361","0","6"
"NSTU","2007","0","2335","0","4"
"NSTU","2008","0","1723","0","5"
"NSTU","2009","0","761","0","3"
"NSTU","2010","0","2040","0","2"
"NSTU","2011","0","2154","0","2"
"NSTU","2012","0","2368","0","2"
"NSTU","2013","0","2462","0","2"
"NSTU","2014","10","2605","1","3"
"NSTU","2015","98","3333","2","5"
"NSTU","2016","83","3866","2","3"
"NSTU","2017","298","3641","2","2"
"NSTU","2018","64","1027","2","2"
"NSTU","2019","0","120","0","1"
"NTAA","2003","12899","1680","26","13"
"NTAA","2004","13389","1762","26","11"
"NTAA","2005","14935","1806","25","14"
"NTAA","2006","14692","1932","25","12"
"NTAA","2007","15028","1789","27","13"
"NTAA","2008","13038","1635","32","11"
"NTAA","2009","12464","1344","31","10"
"NTAA","2010","10762","1277","31","9"
"NTAA","2011","8036","1222","32","9"
"NTAA","2012","7500","1210","33","10"
"NTAA","2013","7168","1241","32","10"
"NTAA","2014","6846","1277","34","10"
"NTAA","2015","6647","1361","35","16"
"NTAA","2016","6870","1314","34","14"
"NTAA","2017","6959","1283","33","12"
"NTAA","2018","7162","1403","34","13"
"NTAA","2019","7451","1582","32","13"
"NTAR","2003","187","0","2","0"
"NTAR","2004","184","0","2","0"
"NTAR","2005","196","0","2","0"
"NTAR","2006","189","0","2","0"
"NTAR","2007","219","0","3","0"
"NTAR","2008","271","0","2","0"
"NTAR","2009","274","0","2","0"
"NTAR","2010","280","0","2","0"
"NTAR","2011","274","0","3","0"
"NTAR","2012","234","0","3","0"
"NTAR","2013","227","0","3","0"
"NTAR","2014","219","0","3","0"
"NTAR","2015","220","0","3","0"
"NTAR","2016","225","0","3","0"
"NTAR","2017","227","0","3","0"
"NTAR","2018","224","0","3","0"
"NTAR","2019","218","0","3","0"
"NTAT","2003","246","0","3","0"
"NTAT","2004","249","0","3","0"
"NTAT","2005","256","0","3","0"
"NTAT","2006","253","0","3","0"
"NTAT","2007","276","0","3","0"
"NTAT","2008","320","0","3","0"
"NTAT","2009","315","0","3","0"
"NTAT","2010","320","0","3","0"
"NTAT","2011","323","0","3","0"
"NTAT","2012","283","0","3","0"
"NTAT","2013","275","0","3","0"
"NTAT","2014","270","0","3","0"
"NTAT","2015","272","0","3","0"
"NTAT","2016","268","0","3","0"
"NTAT","2017","284","0","3","0"
"NTAT","2018","279","0","3","0"
"NTAT","2019","271","0","3","0"
"NTAV","2003","124","0","2","0"
"NTAV","2004","123","0","2","0"
"NTAV","2005","126","0","2","0"
"NTAV","2006","125","0","2","0"
"NTAV","2007","133","0","3","0"
"NTAV","2008","162","0","2","0"
"NTAV","2009","155","0","2","0"
"NTAV","2010","157","0","2","0"
"NTAV","2011","161","0","3","0"
"NTAV","2012","160","0","2","0"
"NTAV","2013","162","0","2","0"
"NTAV","2014","165","0","3","0"
"NTAV","2015","155","0","3","0"
"NTAV","2016","163","0","3","0"
"NTAV","2017","163","0","3","0"
"NTAV","2018","156","0","3","0"
"NTAV","2019","150","0","2","0"
"NTGA","2003","68","0","2","0"
"NTGA","2004","106","0","2","0"
"NTGA","2005","97","0","2","0"
"NTGA","2006","48","0","2","0"
"NTGA","2007","103","0","3","0"
"NTGA","2008","89","0","3","0"
"NTGA","2009","120","92","2","1"
"NTGA","2010","126","0","2","0"
"NTGA","2011","114","31","2","1"
"NTGA","2012","94","365","3","1"
"NTGA","2013","100","206","4","1"
"NTGA","2014","43","0","5","0"
"NTGA","2015","18","0","4","0"
"NTGA","2016","45","0","3","0"
"NTGA","2017","60","0","4","0"
"NTGA","2018","63","0","5","0"
"NTGA","2019","62","0","3","0"
"NTGB","2008","8","0","1","0"
"NTGB","2009","52","0","1","0"
"NTGB","2010","50","0","2","0"
"NTGB","2011","50","0","2","0"
"NTGB","2012","47","0","4","0"
"NTGB","2013","54","0","6","0"
"NTGB","2014","53","0","7","0"
"NTGB","2015","55","0","7","0"
"NTGB","2016","41","0","5","0"
"NTGB","2017","46","0","6","0"
"NTGB","2018","49","0","8","0"
"NTGB","2019","38","0","3","0"
"NTGC","2003","762","0","5","0"
"NTGC","2004","757","0","5","0"
"NTGC","2005","717","0","5","0"
"NTGC","2006","704","0","4","0"
"NTGC","2007","723","0","5","0"
"NTGC","2008","593","0","4","0"
"NTGC","2009","541","0","5","0"
"NTGC","2010","543","0","2","0"
"NTGC","2011","548","0","3","0"
"NTGC","2012","551","0","5","0"
"NTGC","2013","542","0","3","0"
"NTGC","2014","535","0","4","0"
"NTGC","2015","559","0","2","0"
"NTGC","2016","552","0","4","0"
"NTGC","2017","555","0","3","0"
"NTGC","2018","561","0","4","0"
"NTGC","2019","568","0","2","0"
"NTGD","2003","30","0","1","0"
"NTGD","2004","105","0","1","0"
"NTGD","2005","105","0","1","0"
"NTGD","2006","57","0","2","0"
"NTGD","2007","170","0","3","0"
"NTGD","2008","203","0","3","0"
"NTGD","2009","157","0","2","0"
"NTGD","2010","157","0","2","0"
"NTGD","2011","161","0","4","0"
"NTGD","2012","164","0","5","0"
"NTGD","2013","167","0","4","0"
"NTGD","2014","146","0","5","0"
"NTGD","2015","97","0","5","0"
"NTGD","2016","124","0","5","0"
"NTGD","2017","118","0","7","0"
"NTGD","2018","110","0","6","0"
"NTGD","2019","106","0","5","0"
"NTGE","2008","10","0","2","0"
"NTGE","2009","52","0","2","0"
"NTGE","2010","52","0","1","0"
"NTGE","2011","53","0","2","0"
"NTGE","2012","46","0","4","0"
"NTGE","2013","52","0","4","0"
"NTGE","2014","54","0","5","0"
"NTGE","2015","45","0","5","0"
"NTGE","2016","49","0","5","0"
"NTGE","2017","52","0","4","0"
"NTGE","2018","46","0","5","0"
"NTGE","2019","36","0","3","0"
"NTGF","2003","374","0","3","0"
"NTGF","2004","440","0","4","0"
"NTGF","2005","473","0","5","0"
"NTGF","2006","433","0","6","0"
"NTGF","2007","468","0","8","0"
"NTGF","2008","502","0","5","0"
"NTGF","2009","537","0","3","0"
"NTGF","2010","498","0","4","0"
"NTGF","2011","478","0","5","0"
"NTGF","2012","396","0","8","0"
"NTGF","2013","355","0","7","0"
"NTGF","2014","318","0","4","0"
"NTGF","2015","341","0","8","0"
"NTGF","2016","340","0","5","0"
"NTGF","2017","342","0","5","0"
"NTGF","2018","353","0","7","0"
"NTGF","2019","346","0","5","0"
"NTGI","2003","464","0","4","0"
"NTGI","2004","470","0","4","0"
"NTGI","2005","469","0","4","0"
"NTGI","2006","470","0","4","0"
"NTGI","2007","476","0","8","0"
"NTGI","2008","469","0","6","0"
"NTGI","2009","462","0","5","0"
"NTGI","2010","418","0","5","0"
"NTGI","2011","414","0","6","0"
"NTGI","2012","303","0","6","0"
"NTGI","2013","165","0","6","0"
"NTGI","2014","162","0","7","0"
"NTGI","2015","170","0","7","0"
"NTGI","2016","172","0","8","0"
"NTGI","2017","181","0","9","0"
"NTGI","2018","180","0","9","0"
"NTGI","2019","162","0","5","0"
"NTGK","2003","44","0","2","0"
"NTGK","2004","104","0","2","0"
"NTGK","2005","88","0","2","0"
"NTGK","2006","81","0","1","0"
"NTGK","2007","115","0","3","0"
"NTGK","2008","107","0","3","0"
"NTGK","2009","107","0","2","0"
"NTGK","2010","108","0","2","0"
"NTGK","2011","110","0","5","0"
"NTGK","2012","112","0","4","0"
"NTGK","2013","111","0","4","0"
"NTGK","2014","108","0","4","0"
"NTGK","2015","73","0","3","0"
"NTGK","2016","78","0","5","0"
"NTGK","2017","79","0","5","0"
"NTGK","2018","77","0","4","0"
"NTGK","2019","70","0","3","0"
"NTGM","2003","117","0","2","0"
"NTGM","2004","134","0","3","0"
"NTGM","2005","169","0","4","0"
"NTGM","2006","137","0","3","0"
"NTGM","2007","135","0","9","0"
"NTGM","2008","173","0","8","0"
"NTGM","2009","231","0","6","0"
"NTGM","2010","229","0","7","0"
"NTGM","2011","268","0","11","0"
"NTGM","2012","261","0","11","0"
"NTGM","2013","308","0","11","0"
"NTGM","2014","204","0","9","0"
"NTGM","2015","167","0","10","0"
"NTGM","2016","148","0","9","0"
"NTGM","2017","166","0","16","0"
"NTGM","2018","145","0","13","0"
"NTGM","2019","127","0","9","0"
"NTGN","2003","4","0","1","0"
"NTGN","2004","22","0","1","0"
"NTGN","2005","43","0","1","0"
"NTGN","2006","2","0","1","0"
"NTGN","2007","14","0","4","0"
"NTGN","2008","2","0","2","0"
"NTGN","2009","1","0","1","0"
"NTGN","2011","2","0","2","0"
"NTGN","2012","6","0","5","0"
"NTGN","2013","9","0","6","0"
"NTGN","2014","36","0","4","0"
"NTGN","2015","38","0","5","0"
"NTGN","2016","37","0","6","0"
"NTGN","2017","40","0","5","0"
"NTGN","2018","43","0","7","0"
"NTGN","2019","36","0","3","0"
"NTGO","2008","10","0","3","0"
"NTGO","2009","52","0","2","0"
"NTGO","2010","57","0","2","0"
"NTGO","2011","53","0","2","0"
"NTGO","2012","45","0","4","0"
"NTGO","2013","50","0","3","0"
"NTGO","2014","51","0","4","0"
"NTGO","2015","43","0","5","0"
"NTGO","2016","45","0","4","0"
"NTGO","2017","61","0","9","0"
"NTGO","2018","44","0","4","0"
"NTGO","2019","36","0","4","0"
"NTGP","2003","4","0","1","0"
"NTGP","2004","22","0","1","0"
"NTGP","2005","43","0","1","0"
"NTGP","2006","1","0","1","0"
"NTGP","2007","12","0","3","0"
"NTGP","2008","9","0","1","0"
"NTGP","2009","51","0","1","0"
"NTGP","2010","51","0","1","0"
"NTGP","2011","54","0","2","0"
"NTGP","2012","49","0","3","0"
"NTGP","2013","57","0","4","0"
"NTGP","2014","52","0","5","0"
"NTGP","2015","41","0","3","0"
"NTGP","2016","37","0","3","0"
"NTGP","2017","41","0","4","0"
"NTGP","2018","39","0","2","0"
"NTGP","2019","36","0","2","0"
"NTGQ","2008","10","0","2","0"
"NTGQ","2009","52","0","2","0"
"NTGQ","2010","52","0","1","0"
"NTGQ","2011","53","0","3","0"
"NTGQ","2012","43","0","3","0"
"NTGQ","2013","49","0","3","0"
"NTGQ","2014","50","0","2","0"
"NTGQ","2015","41","0","3","0"
"NTGQ","2016","43","0","3","0"
"NTGQ","2017","44","0","3","0"
"NTGQ","2018","39","0","4","0"
"NTGQ","2019","35","0","4","0"
"NTGT","2003","67","0","1","0"
"NTGT","2004","171","0","1","0"
"NTGT","2005","174","0","1","0"
"NTGT","2006","176","0","1","0"
"NTGT","2007","178","0","4","0"
"NTGT","2008","172","0","3","0"
"NTGT","2009","172","0","2","0"
"NTGT","2010","167","0","1","0"
"NTGT","2011","164","0","3","0"
