"icao_code","iata_code","name","callsign","country","active","iata_member","iosa_certified","international","fleet_age","aircraft","aircraft_models","aircraft_over_25_years","routes","connections","destinations","annual_domestic_flights","annual_international_flights","accidents_last_5_years","fatal_accidents_last_5_years"
"AYG",NULL,"Air Thanlwin",NULL,"MM","1","0","0","1","20.00","3","1","0","41","25","15","9340","46","0","0"
"AYR",NULL,"Flight Training Europe SL","CYGNET","ES","1","0","0","0","27.00","1","1","1",NULL,NULL,NULL,NULL,NULL,"1","0"
"AYS","7D","Madagasikara Airways",NULL,"MG","1","0","0","0","18.50","2","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"AYT",NULL,"Ayit Aviation","AYIT","IL","1","0","0","0","37.00","6","6","4",NULL,NULL,NULL,NULL,NULL,"0","0"
"AYY",NULL,"Air Alliance Express AG & Co. KG","LUPUS","DE","1","0","0","0","26.38","16","7","10",NULL,NULL,NULL,NULL,NULL,"0","0"
"AZA","AZ","Alitalia","ALITALIA","IT","1","1","1","1","13.97","34","5","0","313","161","104","83122","68033","1","0"
"AZE",NULL,"Arcus Air","ARCUS AIR","DE","1","0","0","0","9.60","5","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"AZF",NULL,"Air Zermatt AG","AIR ZERMATT","CH","1","0","0","0","12.22","9","4","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"AZG","7L","Silk Way West Airlines","SILK WEST","AZ","1","1","1","0","10.44","9","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"AZH",NULL,"SilkWay Helicopter Services","HELIAZE","AZ","1","0","0","0","15.81","16","5","4",NULL,NULL,NULL,NULL,NULL,"0","0"
"AZL",NULL,"AZee AIR","AZEE AIR","KZ","1","0","0","0","29.00","6","2","6",NULL,NULL,NULL,NULL,NULL,"0","0"
"AZN",NULL,"Amaszonas","AMAZONAS","BO","1","0","0","1","22.89","9","2","0","45","23","17","14950","2269","1","0"
"AZO",NULL,"Azimuth","AZIMUTH-DON","RU","1","0","0","0","2.55","11","2","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"AZQ",NULL,"Silk Way Airlines","SILK LINE","AZ","1","0","0","1","21.50","8","2","3","28","15","16","0","2589","0","0"
"AZS",NULL,"Aviacon Zitotrans","ZITOTRANS","RU","1","0","0","0","30.20","5","1","5",NULL,NULL,NULL,NULL,NULL,"0","0"
"AZU","AD","Azul","AZUL","BR","1","1","1","1","5.91","33","6","0","548","279","87","245993","2698","0","0"
"AZY",NULL,"Aztec Airways","AZTEC WORLD","US","1","0","0","1","38.40","5","2","5","3","3","3","0","480","0","0"
"BAE",NULL,"BAE Systems Ltd","FELIX","GB","1","0","0","0","23.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"BAF",NULL,"Belgian Air Component","BELGIAN AIRFORCE","BE","1","0","0","0","34.07","124","8","113",NULL,NULL,NULL,NULL,NULL,"0","0"
"BAH",NULL,"Bahrain Royal Flight","BAHRAIN","BH","1","0","0","0","16.69","13","9","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"BAL",NULL,"BalmOral Central Contracts SA","BALMORAL","ZA","1","0","0","0","29.33","3","2","3",NULL,NULL,NULL,NULL,NULL,"0","0"
"BAV","QH","Bamboo Airways","BAMBOO","VN","1","1","1","0","8.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"BAW","BA","British Airways","SPEEDBIRD","GB","1","1","1","1","8.40","68","6","0","468","240","206","42302","254012","6","0"
"BBB",NULL,"Blackbird Air Charter","BLACKBIRD","DK","1","0","0","0","2.67","3","3","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"BBC","BG","Biman Bangladesh Airlines","BANGLADESH","BD","1","1","0","1","3.00","2","2","0","73","42","28","7450","10331","2","0"
"BBD","BO","Bluebird Nordic","BLUE CARGO","IS","1","0","0","1","27.40","5","1","4","2","1","2","0","522","0","0"
"BBX",NULL,"Bel Air Aviation A/S","BLUEBEL","DK","1","0","0","0","6.00","2","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"BBY",NULL,"Blue Bird Aviation","YEMEN BLUE","YE","1","0","0","0","32.75","4","3","3",NULL,NULL,NULL,NULL,NULL,"0","0"
"BBZ",NULL,"Blue Bird Aviation","COBRA","KE","1","0","0","0","24.81","16","4","8",NULL,NULL,NULL,NULL,NULL,"0","0"
"BCF",NULL,"BACH Flugbetrieb","BACH","AT","1","0","0","0","41.00","3","2","3",NULL,NULL,NULL,NULL,NULL,"0","0"
"BCI","SI","Blue Islands","BLUE ISLAND","GB","1","0","0","1","20.50","2","1","0","12","6","6","9903","136","0","0"
"BCS","QY","European Air Transport","EUROTRANS","DE","1","1","1","0","23.31","39","4","22",NULL,NULL,NULL,NULL,NULL,"0","0"
"BCY","WX","CityJet","CITY JET","IE","1","1","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"BDA",NULL,"Blue Dart Aviation","BLUE DART","IN","1","0","0","0","25.33","6","1","3","22","12","7","5518","0","0","0"
"BDG",NULL,"Aviation Bridge Ltd","BULLDOG","IL","1","0","0","0","25.00","3","3","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"BDI",NULL,"Benair","BIRDIE","DK","1","0","0","0","31.00","9","6","7",NULL,NULL,NULL,NULL,NULL,"0","0"
"BDR","J4","BADR Airlines","BADR AIR","SD","1","0","0","1","22.20","5","3","2","20","10","11","2940","2058","2","0"
"BDS",NULL,"South Asian Airlines","SOUTH ASIAN","BD","1","0","0","0","5.44","9","2","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"BDV",NULL,"Aberdair Aviation","ABERDAV","KE","1","0","0","0","25.89","9","4","5",NULL,NULL,NULL,NULL,NULL,"0","0"
"BEC",NULL,"State Air Company Berkut",NULL,"KZ","1","0","0","0","12.20","5","5","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"BEE","BE","flybe","JERSEY","GB","1","1","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"BEL","SN","Brussels Airlines","BEE-LINE","BE","1","1","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"BFD",NULL,"Bertelsmann AG","MEDIA JET","DE","1","0","0","0","6.00","2","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"BFF",NULL,"Air Nunavut","AIR BAFFIN","CA","1","0","0","0","39.45","11","3","11",NULL,NULL,NULL,NULL,NULL,"0","0"
"BFL",NULL,"Buffalo Airways","BUFFALO","CA","1","0","0","0","52.12","17","6","17","2","1","2","599","0","9","0"
"BFO",NULL,"Bombardier Inc","BAKHTAR","CA","1","0","0","0","10.86","7","5","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"BFY",NULL,"Bestfly","MWANGO BEST","AO","1","0","0","0","20.12","8","8","3",NULL,NULL,NULL,NULL,NULL,"0","0"
"BGA",NULL,"Airbus Transport International","BELOUGA","FR","1","0","0","0","19.17","6","2","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"BGB",NULL,"Big Bend Community College","BIG BEND","US","1","0","0","0","33.00","2","2","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"BGC",NULL,"Good Jet","YANDU","CN","1","0","0","0","9.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"BGH","8H","BH Air","BALKAN HOLIDAYS","BG","1","0","1","1","30.50","2","2","1","39","21","20","20","574","0","0"
"BGN",NULL,"Budget Lines","SKYBUDDY","TH","1","0","0","0","41.00","3","1","3",NULL,NULL,NULL,NULL,NULL,"0","0"
"BHA",NULL,"Buddha Air","BUDDHA AIR","NP","1","0","0","1","23.50","6","3","2","23","12","11","22316","200","0","0"
"BHD",NULL,"Bangkok Helicopter Services","BANGKOK DUSIT","TH","1","0","0","0","8.50","2","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"BHL",NULL,"Bristow Helicopters","BRISTOW","GB","1","0","0","0","7.21","42","2","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"BHN",NULL,"Bristow Helicopters","BRISTOW HELICOPTERS","NG","1","0","0","0","12.58","36","6","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"BHR",NULL,"Bighorn Airways","BIGHORN AIR","US","1","0","0","0","36.00","13","5","12",NULL,NULL,NULL,NULL,NULL,"0","0"
"BHS","UP","Bahamasair","BAHAMAS","BS","1","1","1","1","17.00","1","1","0","74","38","29","10501","7994","0","0"
"BIA",NULL,"Bohlke International Airways","BOHLKE","VI","1","0","0","0","28.44","9","6","5",NULL,NULL,NULL,NULL,NULL,"0","0"
"BIB",NULL,"Michelin Air Services",NULL,"FR","1","0","0","0","4.67","3","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"BIC",NULL,"Alphaland Aviation","BALESIN","PH","1","0","0","0","20.20","5","3","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"BIG",NULL,"Big Island Air","BIG ISLE","US","1","0","0","0","24.00","2","2","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"BIH",NULL,"British International Helicopters","BRINTEL","GB","1","0","0","0","25.29","7","4","4",NULL,NULL,NULL,NULL,NULL,"0","0"
"BIL",NULL,"Bilair Flight Centre ApS","BILAIR","DK","1","0","0","0","18.60","5","3","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"BJN",NULL,"Beijing Airlines","AIR JINGHUA","CN","1","0","0","0","8.50","6","4","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"BJU",NULL,"Aerojet Ltd","JET EXPRESS","UA","1","0","0","0","35.00","1","1","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"BKA",NULL,"Bankair","BANKAIR","US","1","0","0","0","38.00","5","2","5",NULL,NULL,NULL,NULL,NULL,"0","0"
"BKL",NULL,"Barkol Aviakompania","BARCOL","RU","1","0","0","0","29.27","30","5","21",NULL,NULL,NULL,NULL,NULL,"0","0"
"BKM",NULL,"Advisors Aviation LLC","CARDINAL","US","1","0","0","0","15.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"BKO",NULL,"Briko Air Services","BRIKO","TT","1","0","0","0","40.00","1","1","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"BKP","PG","Bangkok Airways","BANGKOK AIR","TH","1","1","1","1","17.00","2","1","0","64","32","26","45960","21666","0","0"
"BKT",NULL,"TAB Charters","BLACKTAIL","ZA","1","0","0","0","33.50","2","2","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"BLA","0B","Blue Air","BLUE AIR","RO","1","0","0","0","18.57","7","2","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"BLB",NULL,"Blue Bird Aviation","BLUEBIRD SUDAN","SD","1","0","0","0","29.50","4","3","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"BLC",NULL,"Bellesavia","BELLESAVIA","BY","1","0","0","0","32.86","7","1","7",NULL,NULL,NULL,NULL,NULL,"0","0"
"BLE",NULL,"Executive Air Services LLC","BLUEWATER","US","1","0","0","0","28.00","2","2","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"BLJ",NULL,"Bluelink Jets AB","BLUEJET","SE","1","0","0","0","12.50","2","2","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"BLL",NULL,"Baltic Airlines","BALTIC AIRLINES","RU","1","0","0","0","41.00","3","1","3",NULL,NULL,NULL,NULL,NULL,"0","0"
"BLN",NULL,"Belton Air","BELTON","ZA","1","0","0","0","12.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"BLO",NULL,"Belogorie","BELOGORIE","RU","1","0","0","0","43.00","1","1","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"BLU",NULL,"Solutions Air Charter","BLUEGRASS","US","1","0","0","0","38.33","3","3","3",NULL,NULL,NULL,NULL,NULL,"0","0"
"BLW",NULL,"Wermslandsflyg AB","BLUESTAR","SE","1","0","0","0","39.67","3","1","3",NULL,NULL,NULL,NULL,NULL,"0","0"
"BLZ",NULL,"Aero Barloz SA de CV","AEROLOZ","MX","1","0","0","0","14.00","3","3","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"BMG",NULL,"Image Air Charter Ltd","BOOMERANG","CA","1","0","0","0","11.22","9","6","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"BMJ","CH","Bemidji Aviation","BEMIDJI","US","1","0","0","0","41.00","18","6","17",NULL,NULL,NULL,NULL,NULL,"0","0"
"BML","BH","Bismillah Airlines","BISMILLAH","BD","1","0","0","0","46.50","2","1","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"BMW",NULL,"BMW AG","BMW-FLIGHT","DE","1","0","0","0","12.00","3","2","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"BNA",NULL,"Bun Air Corp","BUN AIR","US","1","0","0","0","19.40","5","5","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"BND",NULL,"Babcock MCS Offshore Ltd","BOND","GB","1","0","0","0","6.13","15","3","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"BNJ",NULL,"ASL - Air Service Liege","JET BELGIUM","BE","1","0","0","0","13.96","25","14","4",NULL,NULL,NULL,NULL,NULL,"0","0"
"BNT",NULL,"Ben Air","BENTIU AIR","SD","1","0","0","0","38.50","2","1","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"BOC",NULL,"Aerobona SA de CV","AEROBONA","MX","1","0","0","0","4.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"BOE",NULL,"Boeing","BOEING","US","1","0","0","0","20.00","14","7","4",NULL,NULL,NULL,NULL,NULL,"0","0"
"BOG",NULL,"Live Oak Banking Company","BIRD DOG","US","1","0","0","0","2.33","3","2","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"BOH",NULL,"Air Bohemia","BOHEMIA","CZ","1","0","0","0","30.17","6","3","4",NULL,NULL,NULL,NULL,NULL,"0","0"
"BOL","2L*","TAB Airlines","BOL","BO","1","0","0","0","37.50","2","2","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"BOO",NULL,"Bookajet","BOOKAJET","GB","1","0","0","0","12.50","4","4","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"BOT","BP","Air Botswana","BOTSWANA","BW","1","1","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"BOV","OB","BoA","BOLIVIANA","BO","1","1","1","1","21.73","11","3","3","71","38","20","36330","3715","2","0"
"BOX",NULL,"AeroLogic","GERMAN CARGO","DE","1","0","0","0","7.33","15","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"BPA","BV","Blue Panorama Airlines","BLUE PANORAMA","IT","1","1","1","1","28.00","1","1","1","128","72","38","1267","6680","0","0"
"BPO",NULL,"Bundespolizei Flugdienst","PIROL","DE","1","0","0","0","18.35","74","4","12",NULL,NULL,NULL,NULL,NULL,"0","0"
"BPS","RP","BASe","BASE","HU","1","0","0","1","31.00","3","1","3","2","1","2","0","879","0","0"
"BRG","8E","Bering Air","BERING AIR","US","1","0","0","0","18.81","31","8","12","15","10","6","26331","0","0","0"
"BRH",NULL,"Star Air Cargo","BRIGHTSTAR","ZA","1","0","0","0","31.75","4","1","4",NULL,NULL,NULL,NULL,NULL,"0","0"
"BRL",NULL,"TopBrass Aviation","BRASS LINE","NG","1","0","0","0","15.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"BRM",NULL,"Top Helicopteros SL",NULL,"ES","1","0","0","0","20.00","3","2","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"BRO",NULL,"2Excel Aviation","BROADSWORD","GB","1","0","0","0","39.45","20","4","19",NULL,NULL,NULL,NULL,NULL,"0","0"
"BRP",NULL,"Aerobratsk","AEROBRA","RU","1","0","0","0","39.50","8","3","8","1","1","2","40","0","0","0"
"BRS",NULL,"Brazilian Air Force","BRAZILIAN AIR FORCE","BR","1","0","0","0","26.68","562","24","317",NULL,NULL,NULL,NULL,NULL,"0","0"
"BRU","B2","Belavia","BELARUS AVIA","BY","1","1","1","1","8.08","12","6","0","102","51","51","52","26835","1","0"
"BRY",NULL,"Burundaiavia","BURAIR","KZ","1","0","0","0","31.00","22","1","20",NULL,NULL,NULL,NULL,NULL,"0","0"
"BSH",NULL,"Beijing Capital Helicopter General Aviation Svs","CAPITAL ROTOR","CN","1","0","0","0","4.84","25","7","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"BSK","LL*","Miami Air International","BISCAYNE","US","1","0","0","0","12.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"BSX","5B*","Bassaka Air","BASSAKA","KH","1","0","0","1","23.00","2","1","0","4","2","3","732","210","0","0"
"BTH",NULL,"Baltijas Helikopters","BALTIJAS HELICOPTERS","LV","1","0","0","0","5.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"BTI","BT","Air Baltic","AIRBALTIC","LV","1","1","1","1","2.00","1","1","0","150","76","59","0","43045","1","0"
"BTK","ID","Batik Air","BATIK","ID","1","1","1","1","4.25","51","2","0","117","60","35","94297","1692","3","0"
"BTP",NULL,"Kingcrete Association Pvt Ltd","BAHRIA TOWN","PK","1","0","0","0","11.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"BTQ",NULL,"Boutique Air Inc","BOUTIQUE","US","1","0","0","0","15.65","34","3","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"BTS",NULL,"Aerolineas Nacionales Albatros S.A. de C.V.",NULL,"MX","1","0","0","0","48.33","3","1","3",NULL,NULL,NULL,NULL,NULL,"0","0"
"BTZ",NULL,"Bristow US LLC","BRISTOW GROUP","US","1","0","0","0","15.96","54","4","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"BUC","H6","Bulgarian Air Charter","BULGARIAN CHARTER","BG","1","0","0","0","28.00","2","1","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"BUG",NULL,"Innovation First Transportation Inc","HEXBUG","US","1","0","0","0","32.00","1","1","1","29","17","15","42984","0","0","0"
"BUR",NULL,"Air Bucharest","AIR BUCHAREST","RO","1","0","0","0","25.00","1","1","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"BVG",NULL,"BVG Viajes SA de CV","BEEVEEGEE VIAJES","MX","1","0","0","0","21.50","2","2","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"BVL","LB","Bul Air","BULGARY","BG","1","0","1","0","23.00","2","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"BVN",NULL,"Baron Aviation Services","SHOW-ME","US","1","0","0","0","29.68","34","1","30",NULL,NULL,NULL,NULL,NULL,"0","0"
"BVR",NULL,"ACM Air Charter Luftfahrt","BAVARIAN","DE","1","0","0","0","7.56","9","4","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"BVT","LB","Berjaya Air","BERJAYA","MY","1","0","0","0","14.67","3","3","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"BWA","BW","Caribbean Airlines","CARIBBEAN AIRLINES","TT","1","1","1","1","5.00","2","1","0","62","31","20","16388","18281","1","0"
"BWI",NULL,"Blue Wing Airlines","BLUE TAIL","SR","1","0","0","0","35.80","5","2","3",NULL,NULL,NULL,NULL,NULL,"0","0"
"BWJ",NULL,"HK Bellawings","BELLAWING","HK","1","0","0","0","8.27","15","10","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"BXR",NULL,"Redding Aero Enterprises Inc","BOXER","US","1","0","0","0","33.47","15","3","13",NULL,NULL,NULL,NULL,NULL,"0","0"
"BXX",NULL,"Badlands Aviation LLC","STRONGBOX","US","1","0","0","0","2.67","3","3","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"BYA",NULL,"Berry Aviation","BERRY","US","1","0","0","0","30.32","25","4","15",NULL,NULL,NULL,NULL,NULL,"0","0"
"BYC",NULL,"Cambodia Bayon Airlines","BAYON AIR","KH","1","0","0","1","5.50","2","1","0","12","6","5","1800","165","0","0"
"BZE",NULL,"Zenith Aviation Ltd","ZENSTAR","GB","1","0","0","0","6.22","9","5","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"BZS",NULL,"Aero Biniza","BINIZA","MX","1","0","0","0","17.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"CAD",NULL,"Cardig Air","CARDIG AIR","ID","1","0","0","1","34.00","1","1","1","8","4","5","4840","1177","1","0"
"CAI","XC","Corendon Airlines","CORENDON","TR","1","1","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"CAL","CI","China Airlines","DYNASTY","TW","1","1","1","1","10.20","60","4","0","279","155","97","1347","85581","1","0"
"CAO",NULL,"Air China Cargo","AIRCHINA FREIGHT","CN","1","0","0","0","13.07","15","3","3",NULL,NULL,NULL,NULL,NULL,"0","0"
"CAT",NULL,"Copenhagen Airtaxi A/S","AIRCAT","DK","1","0","0","0","28.31","13","4","8",NULL,NULL,NULL,NULL,NULL,"0","0"
"CAV","MO","Calm Air","CALM AIR","CA","1","0","0","0","28.60","10","2","9","36","18","13","11892","0","0","0"
"CAW","MN","Comair","COMMERCIAL","ZA","1","1","1","1","4.00","1","1","0","33","17","13","40567","3068","0","0"
"CAY","KX","Cayman Airways","CAYMAN","KY","1","1","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"CAZ",NULL,"Cat Aviation","EUROCAT","CH","1","0","0","0","11.67","6","3","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"CBA",NULL,"UCL - Urad pro civilni letectvi CR","CALIBRA","CZ","1","0","0","0","23.00","3","3","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"CBG","GX","GX Airlines","GREEN CITY","CN","1","1","1","0","6.19","16","2","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"CBH",NULL,"Corporate Eagle Management Services Inc","CLUB HOUSE","US","1","0","0","0","18.09","11","3","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"CBJ","JD","Capital Airlines","CAPITAL JET","CN","1","1","1","0","6.10","51","4","0",NULL,NULL,NULL,NULL,NULL,"1","0"
"CBM",NULL,"Dragonfly Aviation Services LLP","CAMBRIAN","GB","1","0","0","0","19.60","5","2","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"CBS",NULL,"Columbus Avia","AIR COLUMBUS","UA","1","0","0","0","27.00","1","1","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"CBT",NULL,"Catalina Flying Boats","CATALINA AIR","US","1","0","0","0","24.50","2","1","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"CBV",NULL,"Aereo Cabo SA de CV","CABOAEREO","MX","1","0","0","0","21.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"CCA","CA","Air China","AIR CHINA","CN","1","1","1","1","8.01","314","8","0","880","454","178","354487","84486","2","0"
"CCD",NULL,"Dalian Airlines","XIANGJIAN","CN","1","0","0","0","7.00","12","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"CCF",NULL,"CCF Manager Airline",NULL,"DE","1","0","0","0","39.00","1","1","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"CCH",NULL,"Chilchota Taxi Aereo SA de CV","CHILCHOTA","MX","1","0","0","0","27.00","2","2","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"CCM","XK","Air Corsica","CORSICA","FR","1","1","1","1","13.00","6","2","0","100","50","30","20326","155","0","0"
"CCO",NULL,"China Air Cargo","AVIC CARGO","CN","1","0","0","0","1.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"CCQ",NULL,"Mustang Aviation","CAP CITY","US","1","0","0","0","42.20","5","2","5",NULL,NULL,NULL,NULL,NULL,"0","0"
"CCV",NULL,"Center for Corporate Helicopters",NULL,"MX","1","0","0","0","39.00","1","1","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"CDA",NULL,"Aerocardal","AEROCARDAL","CL","1","0","0","0","18.27","11","5","4",NULL,NULL,NULL,NULL,NULL,"0","0"
"CDC","GJ","Loong Air","LOONG AIR","CN","1","1","1","1","4.95","44","2","2","123","65","46","24188","1186","0","0"
"CDG","SC","Shandong Airlines","SHANDONG","CN","1","1","1","1","7.04","113","1","0","468","235","70","153143","10950","0","0"
"CDN",NULL,"Canadian Helicopters Ltd","CANADIAN","CA","1","0","0","0","31.15","97","9","62",NULL,NULL,NULL,NULL,NULL,"0","0"
"CDO","OT","Tchadia Airlines","TCHADIA","TD","1","0","0","0","8.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"CDV",NULL,"Aviakompaniya SKOL","SKOL","RU","1","0","0","0","9.35","55","6","10",NULL,NULL,NULL,NULL,NULL,"0","0"
"CDX",NULL,"Cedar Executive","CEDAREX","LB","1","0","0","0","4.00","2","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"CEB","5J","Cebu Pacific","CEBU","PH","1","1","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"CEC",NULL,"China Eastern Business Aviation Services Co.",NULL,"CN","1","0","0","0","7.93","14","8","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"CEF",NULL,"Czech Air Force","CZECH AIR FORCE","CZ","1","0","0","0","20.07","98","10","23",NULL,NULL,NULL,NULL,NULL,"0","0"
"CEH",NULL,"Central Helicopter Service",NULL,"JP","1","0","0","0","14.88","8","1","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"CEL",NULL,"CEIBA Intercontinental","CEIBA LINE","GQ","1","0","0","1","22.00","4","4","2","40","24","16","2673","2801","0","0"
"CES","MU","China Eastern Airlines","CHINA EASTERN","CN","1","1","1","1","7.32","271","7","0","1538","775","201","527187","106538","1","0"
"CEY","Y2","ACSA - Air Century","CENTURYFLIGHT","DO","1","0","0","0","17.00","2","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"CFA",NULL,"China Flying Dragon General Aviation Co","FEILONG","CN","1","0","0","0","17.08","49","9","14",NULL,NULL,NULL,NULL,NULL,"0","0"
"CFC",NULL,"Royal Canadian Air Force","CANFORCE","CA","1","0","0","0","28.64","299","16","159",NULL,NULL,NULL,NULL,NULL,"0","0"
"CFD",NULL,"Cranfield University","AERONAUT","GB","1","0","0","0","34.67","3","3","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"CFE","CJ*","BA CityFlyer","FLYER","GB","1","0","0","1","24.00","1","1","0","92","46","39","9294","22401","0","0"
"CFG","DE","Condor","CONDOR","DE","1","1","1","1","21.55","11","3","6","515","278","119","13","34804","0","0"
"CFH",NULL,"Careflight Ltd","CARE FLIGHT","AU","1","0","0","0","22.00","16","4","8",NULL,NULL,NULL,NULL,NULL,"0","0"
"CFI",NULL,"CAAC Flight Inspection Center","CHINA JET","CN","1","0","0","0","11.28","18","5","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"CFR",NULL,"California Department of Forestry and Fire Protect","CALFIRE","US","1","0","0","0","54.12","25","3","24",NULL,NULL,NULL,NULL,NULL,"0","0"
