airport,length,width,le_name,le_latitude,le_longitude,le_elevation,le_heading,le_displaced_threshold,he_name,he_latitude,he_longitude,he_elevation,he_heading,he_displaced_threshold,surface,lighted,active
CYPT,1850,20,18,41.7814,-82.6742,571,174.3,,36,41.7772,-82.6736,570,354.3,300,GVL,0,1
CYPU,6012,250,05,52.1096,-124.157,2985,66.9,,23,52.1161,-124.132,2985,246.9,,ASP,0,1
CYPW,3627,150,09,49.8347,-124.506,366,119,,27,49.8324,-124.493,425,299,,ASP,1,1
CYPX,5013,100,01,60.0439,-77.2831,53,343,,19,60.0569,-77.2908,74,163,,GVL,1,1
CYPY,5000,150,03,58.7628,-111.128,705,51,,21,58.7714,-111.107,758,231,,ASP,1,1
CYPZ,5000,75,11,54.3815,-125.96,2339,136.8,,29,54.3714,-125.943,2343,316.8,,ASP,1,1
CYQA,2180,100,09,44.9656,-79.3061,925,79.4,,27,44.9667,-79.2978,915,259.4,,GRS,0,1
CYQA,6000,150,18,44.9847,-79.3083,909,169,800,36,44.9686,-79.3042,918,349,,ASP,1,1
CYQB,9000,150,06,46.7822,-71.4064,244,44.1,,24,46.8,-71.3813,217,224.1,,ASP,1,1
CYQB,5700,150,11,46.7888,-71.4029,239,97.6,,29,46.7868,-71.3804,231,277.6,,ASP,1,1
CYQD,5901,150,13,53.9769,-101.101,887,133,,31,53.9658,-101.081,876,313,,ASP,1,1
CYQF,3449,100,11,52.1822,-113.9,2968,130,,29,52.1761,-113.888,2951,310,,,1,1
CYQF,5528,98,17,52.1912,-113.893,2956,180,,35,52.176,-113.893,2959,360,,ASP,1,1
CYQG,9000,200,07,42.2733,-82.9706,621,62.1,902,25,42.2849,-82.9412,598,242.1,1143,ASP,1,1
CYQG,5150,150,12,42.2733,-82.9706,622,115.5,570,30,42.2672,-82.9533,619,295.5,325,ASP,1,1
CYQH,5500,150,08,60.12,-128.835,2244,109,,26,60.115,-128.806,2255,289,,ASP,1,1
CYQI,6000,150,06,43.8175,-66.0975,135,42.1,,24,43.8297,-66.0822,110,222.1,,ASP,1,1
CYQI,5000,150,15,43.8372,-66.0931,120,133.2,,33,43.8278,-66.0792,103,313.2,,ASP,1,1
CYQK,5800,150,08,49.7866,-94.3751,1325,77,,26,49.7901,-94.3513,1332,257,,ASP,1,1
CYQL,6500,200,05,49.6239,-112.815,3047,69.7,,23,49.6299,-112.79,3014,249.7,,ASP,1,1
CYQL,5500,150,12,49.6364,-112.799,3003,140,,30,49.625,-112.784,3016,320,,ASP,1,1
CYQM,10001,200,06,46.1056,-64.695,223,43.5,,24,46.1178,-64.6783,199,223.5,,ASP,1,1
CYQM,8000,200,11,46.1067,-64.695,222,88.5,,29,46.1072,-64.6633,219,268.5,,ASP,1,1
CYQN,3200,300,06,50.1792,-86.7014,,53.4,,24,50.1844,-86.6903,,233.4,,GRS,0,1
CYQN,3500,100,09,50.1822,-86.7036,1057,85,,27,50.1831,-86.6889,1057,265,,ASP,1,1
CYQN,3200,300,16,50.1822,-86.6969,,153.3,,34,50.1744,-86.6908,,333.3,,GVL,0,1
CYQQ,10000,200,12,49.7207,-124.902,77,135,,30,49.7012,-124.872,84,315,,PEM,1,1
CYQQ,5000,200,18,49.7201,-124.893,77,202.7,,36,49.7076,-124.901,60,22.7,,ASP,1,1
CYQR,6200,150,08,50.4281,-104.68,1893,89,,26,50.4283,-104.654,1894,269,,ASP,1,1
CYQR,7900,150,13,50.4392,-104.671,1894,138,,31,50.4233,-104.648,1894,318,,ASP,1,1
CYQS,2607,75,03,42.7661,-81.105,770,25,,21,42.7728,-81.1014,771,205,,ASP,0,1
CYQS,5013,100,09,42.772,-81.1192,778,85,,27,42.7736,-81.1005,773,265,,ASP,1,1
CYQS,2610,75,15,42.7719,-81.1125,771,145,,33,42.7664,-81.1064,774,325,,ASP,0,1
CYQT,7318,200,07,48.3702,-89.3336,653,70,,25,48.3759,-89.3096,635,250,,ASP,1,1
CYQT,5297,150,12,48.3744,-89.3375,652,120,,30,48.3672,-89.3189,642,300,,ASP,1,1
CYQU,6200,200,07,55.1844,-118.9,2194,89.4,,25,55.1844,-118.87,2192,269.4,,ASP,1,1
CYQU,8502,200,12,55.1901,-118.905,2195,134.6,400,30,55.1737,-118.876,2188,314.6,,ASP,1,1
CYQV,4800,150,04,51.2606,-102.469,1635,44,,22,51.27,-102.455,1597,224,,ASP,1,1
CYQV,3000,100,13,51.265,-102.462,1608,135,,31,51.2592,-102.452,1611,315,,COM,1,1
CYQW,2565,50,06,52.7664,-108.253,1780,78,,24,52.7679,-108.242,1791,258,,ASP,0,1
CYQW,5000,150,12,52.7744,-108.25,1787,139,,30,52.7639,-108.235,1799,319,,ASP,1,1
CYQX,10200,200,03,48.9208,-54.5683,424,11,,21,48.9484,-54.5602,454,191,,ASP,1,1
CYQX,1875,50,09,48.9434,-54.568,,62.7,,27,48.9458,-54.5611,,242.7,,ASP,0,1
CYQX,8900,200,13,48.9533,-54.5864,470,107.3,,31,48.9461,-54.5511,441,287.3,,ASP,1,1
CYQY,7070,200,06,46.1538,-60.0612,194,46,,24,46.1672,-60.0411,194,226,,ASP,1,1
CYQY,5997,150,18,46.1689,-60.0422,191,164.9,,36,46.1525,-60.0358,188,344.9,,ASP,1,1
CYQZ,5500,200,13,53.0326,-122.517,1789,150,,31,53.0196,-122.504,1783,330,,ASP,1,1
CYRB,6500,200,17T,74.7255,-94.9771,215,167,,35T,74.7083,-94.9616,177,347,,GVL,1,1
CYRC,3734,150,06,48.5194,-71.0622,532,40.4,,24,48.5272,-71.0522,541,220.4,,ASP,0,1
CYRC,6087,150,12,48.519,-71.0626,531,105.5,,30,48.5147,-71.0385,543,285.5,,ASP,1,1
CYRC,3769,150,18,48.5272,-71.0522,541,161.2,,36,48.5175,-71.0472,538,341.2,,ASP,1,1
CYRI,6000,150,05,47.7575,-69.5917,420,33,,23,47.7714,-69.5781,425,213,,ASP,1,1
CYRJ,5000,150,16,48.5256,-72.2719,586,142.6,,34,48.5144,-72.2592,560,322.6,,ASP,1,1
CYRL,5001,150,08,51.0658,-93.8039,1236,80.7,,26,51.0681,-93.7822,1265,260.7,,ASP,1,1
CYRM,5500,100,13,52.436,-114.911,3227,146,,31,52.4235,-114.897,3234,326,,ASP,1,1
CYRO,3300,100,09,45.4592,-75.6522,,76,200,27,45.4614,-75.6403,,256,200,ASP,1,1
CYRP,3937,98,10,45.3186,-76.0297,381,84,,28,45.3197,-76.0147,381,264,,ASP,1,1
CYRQ,9006,150,05,46.3457,-72.6856,190,31.4,,23,46.3598,-72.6732,199,211.4,,ASP,1,1
CYRT,6000,150,13T,62.8166,-92.1298,85,129,,31T,62.8062,-92.1019,94,309,,ASP,1,1
CYRV,4800,75,12,50.9715,-118.19,1457,138,,30,50.9618,-118.176,1459,318,300,ASP,0,1
CYSA,5000,100,05,43.4106,-80.94,1208,42,,23,43.4208,-80.9275,1208,222,1030,ASP,1,1
CYSA,2829,50,17,43.4192,-80.9411,1206,162,,35,43.4117,-80.9378,1211,342,,ASP,1,1
CYSB,6600,200,04,46.6175,-80.8047,1129,28.5,,22,46.6333,-80.7922,1141,208.5,,ASP,1,1
CYSB,5000,150,12,46.6292,-80.8075,1127,106.4,,30,46.6253,-80.7883,1141,286.4,,ASP,1,1
CYSC,6000,150,13,45.4425,-71.7016,753,118.8,,31,45.4345,-71.6811,792,298.8,,ASP,1,1
CYSG,5108,75,06,46.0915,-70.7219,859,46.1,403,24,46.1012,-70.7074,883,226.1,,ASP,1,1
CYSH,4000,75,06,44.9422,-75.9461,418,50.6,,24,44.9493,-75.935,415,230.6,,ASP,1,1
CYSJ,7000,200,05,45.3025,-65.8942,296,30,,23,45.3192,-65.8806,304,210,,ASP,1,1
CYSJ,5100,200,14,45.3294,-65.9,357,121.2,,32,45.3222,-65.8831,314,301.2,,ASP,1,1
CYSL,4000,100,18,47.1623,-67.8395,775,156.2,,36,47.1523,-67.8331,788,336.2,,ASP,1,1
CYSM,1800,100,02,60.0217,-111.961,671,41,,20,60.0254,-111.955,667,221,,COM,1,1
CYSM,6000,200,11,60.0275,-111.973,666,131,,29,60.0167,-111.948,671,311,,ASP,1,1
CYSN,2500,75,01,43.1858,-79.1772,321,358.3,,19,43.1928,-79.1775,321,178.3,,ASP,0,1
CYSN,5000,150,06,43.1879,-79.1786,321,52.7,,24,43.1962,-79.1637,319,232.7,,ASP,1,1
CYSN,2000,75,11,43.1928,-79.1781,321,95.8,,29,43.1922,-79.1706,320,275.8,,ASP,0,1
CYSP,3933,100,16,48.76,-86.3481,1035,153.2,,34,48.7506,-86.3408,1035,333.2,200,ASP,1,1
CYSU,8000,200,06,46.4314,-63.8428,48,36,,24,46.4492,-63.8242,33,216,,ASP,1,1
CYSU,5300,150,12,46.4442,-63.8411,43,94.6,,30,46.4431,-63.8208,64,274.6,,ASP,0,1
CYSU,5460,150,18,46.4433,-63.8411,,157.5,,36,46.4294,-63.8328,,337.5,,ASP,0,1
CYSW,4000,75,17,49.8388,-114.883,,185,,35,49.8279,-114.884,,5,,ASP,0,1
CYSY,4000,100,08T,71.9933,-125.26,281,84,,26T,71.9944,-125.225,281,264,,GVL,1,1
CYSZ,3977,90,14,49.1228,-66.5364,41,120,,32,49.1172,-66.5219,71,300,295,ASP,1,1
CYTA,5000,100,17,45.8708,-77.2556,528,157,,35,45.8581,-77.2478,525,337,,ASP,1,1
CYTE,4000,100,13T,64.2333,-76.5367,153,127,,31T,64.2267,-76.5167,139,307,,GVL,1,1
CYTF,4300,100,13,48.5111,-71.65,429,113.8,,31,48.5064,-71.6339,445,293.8,,ASP,1,1
CYTH,5800,150,05,55.7964,-97.8747,716,61,,23,55.8041,-97.8501,716,241,,ASP,1,1
CYTH,2500,100,14,55.8061,-97.8594,729,151,,32,55.8003,-97.8536,702,331,,GVL,1,1
CYTN,5000,145,07,45.6071,-62.6281,312,46,,25,45.6166,-62.6141,251,226,,,1,1
CYTN,2200,60,10,45.61,-62.6276,315,81.8,,28,45.6109,-62.6191,306,261.8,,ASP,0,1
CYTR,10000,200,06,44.1089,-77.5422,275,51,1000,24,44.126,-77.5164,282,231,1000,ASP,1,1
CYTR,3025,150,13,44.1175,-77.5369,276,120,,31,44.1133,-77.5269,268,300,,ASP,1,1
CYTS,6000,150,03,48.5631,-81.3789,955,21.1,,21,48.5783,-81.37,956,201.1,,ASP,1,1
CYTS,4903,150,10,48.5697,-81.3867,959,90,,28,48.5694,-81.3664,962,270,,ASP,1,1
CYTZ,2933,150,06,43.6256,-79.3958,251,48,,24,43.6311,-79.3872,250,228,,ASP,0,1
CYTZ,3988,150,08,43.6267,-79.4019,251,69,,26,43.6306,-79.3878,250,249,,ASP,1,1
CYTZ,2780,150,15,43.6297,-79.4006,251,140,,33,43.6239,-79.3939,251,320,,ASP,0,1
CYUB,5000,150,09,69.4372,-133.042,9,124,200,27,69.4294,-133.01,14,304,200,GVL,1,1
CYUL,11000,200,06L,45.4611,-73.765,96,42.7,,24R,45.4833,-73.7359,106,222.7,,ASP,1,1
CYUL,9600,200,06R,45.4577,-73.7414,98,41.3,,24L,45.477,-73.716,117,221.3,,ASP,1,1
CYUL,7000,200,10,45.4625,-73.765,96,87.5,,28,45.4633,-73.7383,99,267.5,,ASP,1,1
CYUT,3400,100,16T,66.5258,-86.2285,79,161,,34T,66.517,-86.2209,42,341,,GVL,1,1
CYUX,5410,150,12T,68.7803,-81.2606,27,124,,30T,68.772,-81.2267,18,304,192,GVL,1,1
CYUY,7485,150,08,48.201,-78.8489,974,62,,26,48.2106,-78.8217,988,242,,ASP,1,1
CYVB,5985,150,13,48.0745,-65.4713,123,115,,31,48.0676,-65.4491,98,295,,ASP,1,1
CYVC,2396,50,10,55.1509,-105.274,1239,112,,28,55.1485,-105.263,1220,292,,GVL,0,1
CYVC,5000,150,18,55.1581,-105.26,1242,189,,36,55.1446,-105.264,1222,9.1,,ASP,1,1
CYVG,3300,75,10,53.3581,-110.83,2019,119,,28,53.3539,-110.817,2020,299,1100,ASP,1,1
CYVK,3360,75,05,50.2465,-119.337,,71,,23,50.2496,-119.324,,251,460,ASP,1,1
CYVM,3800,100,03T,67.5419,-64.0381,21,33,,21T,67.5505,-64.0234,21,213,,GVL,1,1
CYVO,10000,150,18,48.0667,-77.7865,1102,169.1,,36,48.0398,-77.7788,1102,349.1,,ASP,1,1
CYVP,6000,150,07,58.0844,-68.4381,73,43,,25,58.0964,-68.4167,106,223,,ASP,1,1
CYVP,5000,150,13,58.105,-68.4319,129,103,,31,58.1019,-68.4067,61,283,,GVL,1,1
CYVQ,5997,150,09,65.2856,-126.815,238,118.7,,27,65.2777,-126.781,235,298.7,,ASP,1,1
CYVR,9940,200,08L,49.205,-123.201,13,100,,26R,49.2006,-123.16,9,280,,CON,1,1
CYVR,11500,200,08R,49.1901,-123.208,9,100.3,697,26L,49.1844,-123.161,6,280.3,,ASP,1,1
CYVR,7300,200,13,49.1999,-123.201,8,142,,31,49.1842,-123.182,7,322,,CON,1,1
CYVR,3500,75,XX,49.1858,-123.202,8,99.8,,26A,49.1842,-123.188,8,279.8,,CON,0,1
CYVT,2297,75,06,55.8414,-108.439,,82,,24,55.8425,-108.427,,262,,ASP,1,1
CYVT,5006,100,11,55.8431,-108.432,1444,129,,29,55.8347,-108.413,1444,309,,,1,1
CYVV,5021,150,05,44.7392,-81.1172,717,43.5,,23,44.7492,-81.1039,721,223.5,,ASP,1,1
CYVV,3100,100,11,44.7428,-81.1117,729,99.5,,29,44.7414,-81.1,729,279.5,,GVL,0,1
CYWA,3800,75,17,45.9564,-77.3231,,148,,35,45.9475,-77.315,,328,,GRS,0,1
CYWG,4500,200,07,49.9086,-97.2353,,75.4,,25,49.9117,-97.2169,775,255.4,,ASP,0,1
CYWG,8700,200,13,49.9128,-97.2522,783,137.3,,31,49.8953,-97.2272,773,317.3,,ASP,1,1
CYWG,11000,200,18,49.9253,-97.2342,781,189.3,,36,49.8956,-97.2417,777,9.3,,ASP,1,1
CYWK,6002,150,18,52.915,-66.8602,1794,157,,36,52.8999,-66.8496,1808,337,,ASP,1,1
CYWL,7000,150,11,52.1892,-122.064,3082,135,,29,52.1758,-122.043,3074,315,,ASP,1,1
CYWM,4000,100,16,54.7486,-113.204,1966,181,,34,54.7378,-113.204,1971,1,,ASP,1,1
CYWV,3000,75,12,52.7989,-110.862,,139,,30,52.7928,-110.853,,319,,ASP,1,1
CYWY,3500,100,11,63.2126,-123.445,474,131.4,495,29,63.2063,-123.429,489,311.4,,GVL,1,1
CYXC,6000,150,16,49.6197,-115.783,3034,178.1,,34,49.6033,-115.782,3082,358.1,,ASP,1,1
CYXE,8300,200,09,52.1785,-106.718,1653,101,,27,52.1742,-106.682,1642,281,,ASP,1,1
CYXE,6200,150,15,52.1792,-106.705,1645,165.1,,33,52.1625,-106.698,1646,345.1,,ASP,1,1
CYXH,5000,150,03,50.014,-110.728,2349,44.6,,21,50.0238,-110.713,2349,224.6,,ASP,1,1
CYXH,2820,100,09,50.0169,-110.725,2349,106.8,,27,50.0147,-110.713,2350,286.8,,ASP,1,1
CYXJ,6700,200,02,56.232,-120.75,2211,45,,20,56.245,-120.727,2279,225,191,ASP,1,1
CYXJ,6900,150,11,56.245,-120.753,2250,135.7,,29,56.2317,-120.73,2244,315.7,,ASP,1,1
CYXK,4600,150,07,48.4739,-68.5039,75,48.5,,25,48.4822,-68.4897,71,228.5,,ASP,1,1
CYXL,2200,50,03,50.1153,-91.9033,,31.2,,21,50.1203,-91.8986,,211.2,,GVL,0,1
CYXL,5300,100,16,50.1209,-91.9097,1245,156.2,300,34,50.1073,-91.9017,1257,336.2,,ASP,1,1
CYXP,2920,100,06T,66.1431,-65.7223,65,62,,24T,66.1469,-65.705,64,242,,GVL,1,1
CYXR,5998,150,08,47.6939,-79.858,793,63.3,,26,47.7013,-79.8362,796,243.3,,ASP,1,1
CYXR,3019,150,16,47.6958,-79.8611,797,149.3,,34,47.6889,-79.855,772,329.3,300,GVL,1,1
CYXS,3769,75,01,53.8859,-122.678,2235,31,984,19,53.8947,-122.669,2227,211,373,ASP,0,1
CYXS,5628,150,06,53.8857,-122.693,2267,79,,24,53.8887,-122.668,2219,259,407,ASP,1,1
CYXS,11450,150,15,53.9003,-122.671,2232,170,,33,53.8803,-122.664,2199,350,500,ASP,1,1
CYXT,5373,150,03,54.4589,-128.584,674,51,,21,54.4681,-128.564,713,231,,ASP,0,1
CYXT,7497,150,15,54.4787,-128.59,693,171.9,,33,54.4584,-128.585,677,351.9,,ASP,1,1
CYXU,6300,200,09,43.0381,-81.1639,907,77.9,,27,43.0417,-81.1408,901,257.9,,ASP,1,1
CYXU,8800,200,15,43.0421,-81.1598,912,139,,33,43.024,-81.1381,905,319,,ASP,1,1
CYXX,5328,200,01,49.0186,-122.379,168,25.4,,19,49.0314,-122.37,181,205.4,,ASP,1,1
CYXX,1500,100,01L,49.0261,-122.374,,27,,19R,49.0297,-122.371,,207,,GRS,1,1
CYXX,9600,200,07,49.0189,-122.38,167,86.7,,25,49.0204,-122.34,194,266.7,295,PEM,1,1
CYXY,2075,75,01,60.711,-135.073,2277,32,335,19,60.7158,-135.066,2274,212,,ASP,0,1
CYXY,4000,80,14L,60.7186,-135.069,2277,158.5,,32R,60.7086,-135.061,2281,338.5,,ASP,0,1
CYXY,9497,150,14R,60.7217,-135.077,2275,158,850,32L,60.6976,-135.057,2305,338,1400,ASP,1,1
CYXZ,4429,100,03,47.9611,-84.7903,942,23.6,,21,47.9722,-84.7831,942,203.6,689,ASP,1,1
CYYB,10000,200,08,46.3575,-79.4408,1149,64.7,,26,46.3692,-79.405,1215,244.7,,ASP,1,1
CYYB,2500,75,13,46.37,-79.4261,,118.3,,31,46.3667,-79.4175,,298.3,,GRS,0,1
CYYB,4474,150,18,46.3697,-79.4258,1174,168.2,,36,46.3578,-79.4222,1173,348.2,,ASP,1,1
CYYC,6200,150,08,51.1042,-114.03,3531,90,,26,51.1042,-114.003,3557,270,,ASP,1,1
CYYC,8000,200,11,51.1264,-114.037,3547,119.5,,29,51.1156,-114.006,3542,299.5,,ASP,1,1
CYYC,14000,200,17L,51.1483,-113.99,3606,180,,35R,51.11,-113.99,3577,0,,CON,1,1
CYYC,12675,200,17R,51.1314,-114.021,3556,180,,35L,51.0966,-114.021,3543,360,,ASP,1,1
CYYD,5000,150,15,54.8316,-127.184,1704,171,,33,54.8181,-127.181,1712,351,,ASP,1,1
CYYE,6400,200,03,58.8308,-122.616,1253,57,,21,58.8403,-122.588,1247,237,,,1,1
CYYE,4068,77,07,58.8383,-122.599,1250,105,,25,58.8356,-122.578,1226,285,,ASP,0,1
CYYF,6000,148,16,49.4694,-119.601,1129,182,,34,49.4531,-119.602,1114,2,300,ASP,1,1
CYYG,7002,150,03,46.2797,-63.1275,155,9.3,,21,46.2986,-63.1231,160,189.3,,ASP,1,1
CYYG,7000,150,10,46.2939,-63.129,158,78.9,,28,46.2965,-63.1095,159,258.9,,ASP,1,1
CYYH,4020,100,15T,69.551,-93.5835,92,152,,33T,69.5413,-93.5687,57,332,,GVL,1,1
CYYJ,5027,200,03,48.6419,-123.434,51,43.9,1405,21,48.6519,-123.419,54,223.9,886,ASP,1,1
CYYJ,7000,200,09,48.651,-123.44,53,105,,27,48.646,-123.412,56,285,,ASP,1,1
CYYJ,5001,200,14,48.6525,-123.433,63,151.9,427,32,48.6406,-123.423,44,331.9,,ASP,1,1
CYYL,2520,80,08,56.861,-101.082,1170,87,,26,56.8613,-101.07,1162,267,,GVL,0,1
CYYL,5000,150,17,56.8706,-101.07,1154,180,,35,56.8569,-101.07,1161,360,,ASP,1,1
CYYN,2500,50,04,50.2889,-107.699,2680,49.3,,22,50.2933,-107.691,2661,229.3,,ASP,1,1
CYYN,4250,150,12,50.2967,-107.696,2650,136,,30,50.2883,-107.683,2667,316,,ASP,1,1
CYYO,3000,75,09,51.8097,-104.176,,102,,27,51.8081,-104.162,,282,,ASP,1,1
CYYQ,4000,100,07,58.7517,-94.0711,91,72,,25,58.7552,-94.0512,85,252,,GVL,1,1
CYYQ,9200,160,15,58.7457,-94.0777,94,152.6,,33,58.7233,-94.0554,63,332.6,,ASP,1,1
CYYR,11046,209,08,53.3039,-60.4481,160,54.8,,26,53.3214,-60.4067,153,234.8,,ASP,1,1
CYYR,9580,200,16,53.3339,-60.4364,154,132.9,,34,53.3161,-60.4044,149,312.9,,ASP,1,1
CYYT,5028,100,02,47.6117,-52.7381,445,356.2,,20,47.6254,-52.7395,440,176.2,,ASP,1,1
CYYT,8502,200,11,47.6233,-52.7733,458,85.9,,29,47.625,-52.7389,437,265.9,,ASP,1,1
CYYT,7005,200,16,47.6258,-52.7514,444,142.2,,34,47.6106,-52.7339,431,322.2,,ASP,1,1
CYYU,3590,75,10,49.4144,-82.4753,743,90,200,28,49.4144,-82.4594,743,270,,ASP,0,1
CYYU,5500,100,17,49.4208,-82.4722,735,156.1,,35,49.4069,-82.4628,730,336.1,,ASP,1,1
CYYW,4000,100,12,50.2991,-88.925,1048,117,,30,50.2942,-88.9097,1056,297,,ASP,1,1
CYYW,2940,100,18,50.2942,-88.9097,1056,178.7,,36,50.2861,-88.9094,1058,358.7,,ASP,0,1
CYYY,6000,150,06,48.6036,-68.2164,142,39,500,24,48.6164,-68.2008,125,219,,ASP,1,1
CYYY,3934,150,15,48.6082,-68.2158,131,133,,33,48.6008,-68.2039,172,313,230,ASP,1,1
CYYZ,11120,200,05,43.6739,-79.6639,564,47,135,23,43.6947,-79.6333,560,227,485,PEM,1,1
CYYZ,9697,200,06L,43.66,-79.6222,529,47,,24R,43.6791,-79.5968,546,227,197,ASP,1,1
CYYZ,9000,200,06R,43.6583,-79.6219,525,47,,24L,43.6753,-79.5972,547,227,,ASP,1,1
CYYZ,11050,200,15L,43.6919,-79.6422,557,137,,33R,43.67,-79.6139,544,317,,ASP,1,1
CYYZ,9088,200,15R,43.6858,-79.6517,551,137,588,33L,43.6675,-79.6283,544,317,588,ASP,1,1
CYZD,3164,150,09,43.7425,-79.4733,,78.8,,27,43.7442,-79.4617,,258.8,,ASP,0,1
CYZD,7003,200,15,43.7497,-79.4742,649,139.2,,33,43.7353,-79.4569,636,319.2,,ASP,1,1
CYZE,4900,100,11,45.8861,-82.5772,603,97.2,,29,45.8844,-82.5583,613,277.2,,ASP,1,1
CYZF,5000,150,10,62.4713,-114.453,672,116,,28,62.4653,-114.427,675,294,,ASP,1,1
CYZF,7500,150,16,62.4732,-114.444,674,176,,34,62.4528,-114.441,658,356,,ASP,1,1
CYZH,5561,100,10,55.2965,-114.79,1904,114.7,,28,55.2901,-114.766,1912,294.7,557,ASP,1,1
CYZP,5120,150,12,53.26,-131.821,17,144,,30,53.2486,-131.807,21,324,,,1,1
CYZR,2989,75,05,42.9967,-82.3111,591,49.2,,23,43.0019,-82.3028,590,229.2,,ASP,0,1
CYZR,5100,100,14,43.0044,-82.3153,590,137,,32,42.9942,-82.3022,594,317,,ASP,1,1
CYZS,5000,100,16T,64.1995,-83.3661,210,155,,34T,64.1871,-83.3528,184,335,,GVL,1,1
CYZT,4000,150,07,50.6806,-127.376,71,92.4,,25,50.68,-127.358,33,272.4,,ASP,1,1
CYZT,5000,150,11,50.6861,-127.373,43,129.3,,29,50.6772,-127.357,35,309.3,,ASP,1,1
CYZT,4000,150,16,50.6858,-127.372,42,178.4,,34,50.675,-127.371,71,358.4,1475,ASP,0,1
CYZU,5800,100,11,54.1484,-115.798,2557,125,,29,54.1393,-115.776,2556,305,,ASP,1,1
CYZV,5900,200,05,50.2172,-66.2782,164,29.5,,23,50.2314,-66.2657,180,209.5,,ASP,0,1
CYZV,6552,150,09,50.2172,-66.2792,164,69.5,,27,50.2236,-66.2525,174,249.5,,ASP,1,1
CYZV,5771,200,13,50.2297,-66.2769,170,109.5,,31,50.2242,-66.2525,174,289.5,,ASP,1,1
CYZW,5000,100,08,60.1747,-132.756,2271,106.2,,26,60.1709,-132.73,2299,286.2,,GVL,1,1
CYZX,8000,200,08,44.9811,-64.9325,85,64,,26,44.9907,-64.9047,86,244,,ASP,1,1
CYZX,8000,200,12,44.9836,-64.9314,81,107,,30,44.9772,-64.9017,92,287,,ASP,1,1
CYZY,5000,100,16,55.3111,-123.131,,186,,34,55.2975,-123.133,,6,,ASP,1,1
CZAM,4260,75,14,50.6882,-119.232,1731,158,,32,50.6774,-119.225,1751,338,,ASP,1,1
CZBA,2464,50,09,43.4408,-79.8544,590,80,475,27,43.4419,-79.8461,591,260,172,ASP,0,1
CZBA,3775,75,14,43.445,-79.8547,601,131,90,32,43.4384,-79.8442,592,311,324,PEM,1,1
CZBB,4865,75,03,49.0667,-123.007,,50.1,,21,49.0781,-122.996,,230.1,,ASP,0,1
CZBB,5606,100,07,49.0781,-123.02,5,90,,25,49.0779,-122.996,5,270,600,ASP,1,1
CZBB,5605,100,13,49.0782,-123.019,5,144,,31,49.0699,-123.01,5,324,,ASP,1,1
CZBF,4500,100,10,47.6288,-65.748,193,82,,28,47.6305,-65.7299,178,262,,ASP,1,1
CZBM,5000,100,05L,45.2855,-72.7479,345,37.4,,23R,45.2964,-72.7361,375,217.4,,ASP,1,1
CZBM,3200,320,05R,45.2872,-72.7439,,34.2,,23L,45.2944,-72.7369,,214.2,,GRS,0,1
CZFA,4000,100,09,62.2097,-133.387,2351,113.7,,27,62.2053,-133.365,2334,293.7,,GVL,1,1
CZFM,3500,100,11,67.4114,-134.868,111,140,,29,67.4042,-134.852,110,320,,GVL,1,1
CZGF,4300,100,07,49.0153,-118.439,1720,90,,25,49.0153,-118.421,1720,270,,ASP,1,1
CZHP,3933,75,07,55.3935,-116.485,1974,88.5,,25,55.3937,-116.466,1972,268.5,,ASP,1,1
CZJN,3933,100,02,52.1158,-101.24,,27,,20,52.1254,-101.232,,207,,ASP,1,1
CZJN,1950,75,08,52.1161,-101.24,,85,,26,52.1165,-101.232,,265,,GRS,0,1
CZML,5293,75,15,51.743,-121.337,3125,165,415,33,51.7303,-121.33,3094,345,,ASP,1,1
CZMT,5000,100,13,54.0304,-132.124,7,148.3,,31,54.0192,-132.111,25,328.3,250,ASP,1,1
CZNL,3100,75,04,49.4919,-117.306,,61,,22,49.4961,-117.295,,241,200,ASP,0,1
CZPC,6600,100,07,49.5206,-114.011,3903,89.6,400,25,49.5206,-113.983,3903,269.6,1200,ASP,1,1
CZST,3900,75,18,55.9406,-129.982,,194,,36,55.9303,-129.986,,14,,ASP,0,1
CZUC,3512,75,05,49.4264,-91.7236,,49.3,,23,49.4328,-91.7122,,229.3,,ASP,1,1
CZUM,5500,150,13,53.5645,-64.1182,1436,104.5,,31,53.5607,-64.0937,1429,284.5,,ASP,1,1
CZVL,5001,100,08,53.6655,-113.848,,102.6,,26,53.6633,-113.831,,282.6,,ASP,1,1
CZVL,3500,100,16,53.6655,-113.854,,180.9,,34,53.6559,-113.855,,0.9,,ASP,1,1
DAAB,5833,150,07,36.5014,2.80331,,66.4,350,25,36.508,2.82192,,246.4,,ASP,0,1
DAAD,7218,98,04,35.3251,4.19843,1506,42,,22,35.3399,4.21462,1506,222,,ASP,0,1
DAAE,7874,148,08,36.71,5.05667,20,80,,26,36.7136,5.08306,10,260,,ASP,1,1
DAAF,6285,95,08,27.0609,1.1026,1015,79,,26,27.0638,1.1196,1010,259,,,0,1
DAAG,11483,197,05,36.6939,3.22017,72,53,,23,36.7129,3.2514,82,233,,ASP,1,1
DAAG,11483,148,09,36.6921,3.17083,56,92,,27,36.6912,3.20992,82,272,,ASP,1,1
DAAJ,7874,148,02,24.2739,9.44399,3140,22,,20,24.2942,9.45259,3163,202,,ASP,0,1
DAAJ,9843,148,13,24.2931,9.45194,3163,125,,31,24.2769,9.47694,3169,305,,ASP,1,1
