airport,length,width,le_name,le_latitude,le_longitude,le_elevation,le_heading,le_displaced_threshold,he_name,he_latitude,he_longitude,he_elevation,he_heading,he_displaced_threshold,surface,lighted,active
KINL,2999,75,04,48.5626,-93.4067,1170,41.8,,22,48.5687,-93.3984,1181,221.8,,ASP,0,1
KINL,6508,150,13,48.5728,-93.4127,1185,136,,31,48.56,-93.394,1164,316,,ASP,1,1
KINS,9002,150,08,36.5845,-115.696,3133,92.3,,26,36.5835,-115.665,3102,272.3,,PEM,1,1
KINS,5002,100,13,36.5949,-115.678,3096,144.9,400,31,36.5839,-115.668,3106,324.9,,ASP,0,1
KINT,3938,150,04,36.1331,-80.2291,950,31,,22,36.1424,-80.2223,960,211,,ASP,1,1
KINT,6655,150,15,36.1388,-80.2263,968,145,586,33,36.1239,-80.2132,901,325,,ASP,1,1
KINW,7499,150,04,35.0143,-110.738,4938,58.5,,22,35.025,-110.717,4888,238.5,1258,ASP,1,1
KINW,7100,150,11,35.0291,-110.728,4897,119.8,190,29,35.0195,-110.707,4869,299.8,373,ASP,1,1
KINW,6068,150,17,35.0292,-110.728,,184.7,,35,35.0125,-110.73,,4.7,,ASP,0,1
KIOW,4355,150,07,41.6389,-91.555,668,70.8,,25,41.6429,-91.54,650,250.8,150,CON,1,1
KIOW,3900,150,12,41.6419,-91.5527,662,124.7,,30,41.6358,-91.541,649,304.7,,CON,1,1
KIPL,4500,75,08,32.8321,-115.59,-57,90,,26,32.8321,-115.575,-57,270,,ASP,1,1
KIPL,5304,100,14,32.8425,-115.579,-58,152.8,,32,32.8296,-115.571,-56,332.8,,ASP,1,1
KIPT,6474,150,09,41.2387,-76.9344,514,77,,27,41.2427,-76.9115,525,257,,ASP,1,1
KIPT,4280,150,12,41.245,-76.9265,523,106,,30,41.2418,-76.9115,525,286,,ASP,1,1
KIRK,1393,100,09,40.0978,-92.5501,,91,,27,40.0978,-92.5451,,271,,GRE,0,1
KIRK,6005,100,18,40.1007,-92.5442,966,180,,36,40.0843,-92.5444,964,360,,CON,1,1
KIRS,3421,75,06,41.8112,-85.4414,913,59,,24,41.8161,-85.4307,925,239,,ASP,1,1
KIRS,5200,100,18,41.8202,-85.4409,909,180,,36,41.806,-85.4408,912,360,,ASP,1,1
KISM,5000,150,06,28.2868,-81.4441,80,58,,24,28.2941,-81.4309,78,238,,ASP,1,1
KISM,6000,100,15,28.2962,-81.4417,80,148,500,33,28.2822,-81.4318,77,328,,ASP,1,1
KISN,3453,60,02,48.1719,-103.644,1915,30.4,,20,48.18,-103.637,1917,210.4,,ASP,1,1
KISN,6650,100,11,48.1841,-103.655,1982,124.3,,29,48.1739,-103.632,1894,304.3,,ASP,1,1
KISO,11500,150,05,35.3195,-77.6215,93,41.1,540,23,35.3433,-77.5962,87,221.1,,ASP,1,1
KISP,7006,150,06,40.7886,-73.1124,92,45,,24,40.8022,-73.0946,99,225,,ASP,1,1
KISP,5034,150,10,40.7925,-73.108,90,90,,28,40.7925,-73.0898,82,270,,ASP,1,1
KISP,3175,75,15L,40.799,-73.0984,91,135,,33R,40.7929,-73.0903,81,315,,ASP,0,1
KISP,5186,150,15R,40.8022,-73.1073,99,135,,33L,40.7922,-73.0941,79,315,,ASP,1,1
KISQ,2501,50,01,45.9706,-86.1706,677,359,,19,45.9774,-86.1707,681,179,,ASP,0,1
KISQ,5000,100,10,45.975,-86.1823,685,90,,28,45.9749,-86.1626,673,270,,ASP,1,1
KISW,5500,100,02,44.3534,-89.8418,1010,20,,20,44.3675,-89.8347,1021,200,,ASP,1,1
KISW,3640,50,11,44.3631,-89.8442,1020,116,,29,44.3588,-89.8317,1012,296,170,ASP,1,1
KISW,2100,50,18,44.3614,-89.8425,,176,,36,44.3556,-89.8419,,356,,GRE,0,1
KIWA,10201,150,12C,33.3176,-111.666,1346,135.7,,30C,33.2976,-111.643,1378,315.7,,PEM,1,1
KIWA,9301,150,12L,33.3176,-111.661,1353,135.7,,30R,33.2993,-111.64,1380,315.7,,CON,1,1
KIWA,10401,150,12R,33.3177,-111.673,1339,135.7,,30L,33.2973,-111.649,1372,315.7,,CON,1,1
KIWD,6501,130,09,46.5276,-90.1443,1223,90.2,,27,46.5275,-90.1184,1230,270.2,,ASP,1,1
KIWS,3953,75,15,29.8231,-95.6753,111,154.7,,33,29.8133,-95.6699,110,334.7,,ASP,1,1
KIYK,6275,75,02,35.6483,-117.833,2442,30.7,,20,35.6624,-117.823,2455,210.8,,ASP,1,1
KIYK,4150,75,10,35.6679,-117.835,2455,115.5,,28,35.6631,-117.822,2413,295.5,,ASP,1,1
KIYK,7100,75,15,35.6669,-117.834,2455,165.8,,33,35.6477,-117.828,2427,345.8,,ASP,1,1
KIZA,2804,75,08,34.6074,-120.08,652,98.3,,26,34.6063,-120.071,671,278.3,,ASP,1,1
KJAC,6300,150,01,43.5992,-110.742,6413,19.5,,19,43.6155,-110.734,6451,199.5,,ASP,1,1
KJAN,8500,150,16L,32.3282,-90.0777,305,158,,34R,32.3065,-90.0674,346,338,,ASP,1,1
KJAN,8500,150,16R,32.3158,-90.0844,305,158,,34L,32.2942,-90.0741,329,338,,ASP,1,1
KJAS,5500,70,18,30.8933,-94.0348,213,180.9,,36,30.8781,-94.0351,177,0.9,,ASP,1,1
KJAX,10000,150,07,30.4962,-81.7,29,71,,25,30.5054,-81.67,26,251,,,1,1
KJAX,7701,150,13,30.4922,-81.7008,27,131,,31,30.4784,-81.6823,24,311,,,1,1
KJBR,6200,150,05,35.8288,-90.6512,254,50.2,,23,35.8397,-90.6352,258,230.2,,ASP,1,1
KJBR,4099,150,13,35.8318,-90.6562,262,134.6,,31,35.8239,-90.6464,251,314.6,,ASP,1,1
KJCT,2255,146,08,30.512,-99.7637,,92.5,,26,30.5117,-99.7566,1691,272.5,,GRS,0,1
KJCT,5000,75,17,30.5172,-99.7644,1751,180.2,,35,30.5034,-99.7645,1702,0.2,,ASP,1,1
KJDN,4300,75,10,47.3358,-106.942,,115,,28,47.3308,-106.926,,295,,ASP,1,1
KJEF,3401,75,09,38.591,-92.1641,546,91,,27,38.5909,-92.1522,546,271,,CON,1,1
KJEF,6001,100,12,38.5957,-92.1638,547,123,,30,38.5869,-92.1461,547,303,,ASP,1,1
KJFK,12079,200,04L,40.622,-73.7856,12,31,,22R,40.6488,-73.7647,13,211,2696,CON,1,1
KJFK,8400,200,04R,40.6254,-73.7703,13,30.6,,22L,40.6452,-73.7549,13,210.6,,ASP,1,1
KJFK,10000,200,13L,40.6578,-73.7902,13,121,905,31R,40.6437,-73.7593,13,301,1030,CON,1,1
KJFK,14511,200,13R,40.6484,-73.8167,13,121,2043,31L,40.6279,-73.7716,13,301,3263,CON,1,1
KJHW,5299,100,07,42.1482,-79.2681,1721,59,,25,42.1557,-79.2514,1719,239,,ASP,1,1
KJHW,4500,100,13,42.1581,-79.2633,1723,119,,31,42.1522,-79.2487,1707,299,,ASP,1,1
KJLN,3604,75,05,37.1437,-94.5011,981,50.4,,23,37.1501,-94.4916,976,230.4,,ASP,1,1
KJLN,6502,150,13,37.1578,-94.5073,951,138,387,31,37.1445,-94.4924,978,318,300,ASP,1,1
KJLN,6500,100,18,37.1641,-94.4974,950,182,,36,37.1462,-94.4982,972,2,,ASP,1,1
KJMS,5749,75,04,46.9245,-98.6867,1493,44.7,,22,46.9357,-98.6705,1498,224.7,,ASP,1,1
KJMS,6500,100,13,46.9357,-98.6871,1498,134.8,,31,46.9231,-98.6686,1495,314.8,,ASP,1,1
KJOT,3228,140,04,41.5149,-88.1798,574,44,,22,41.5212,-88.1715,581,224,,GRS,0,1
KJOT,2937,100,12,41.5199,-88.1797,580,127,220,30,41.5151,-88.1711,581,307,80,ASP,1,1
KJST,4386,100,05,40.3104,-78.8393,2270,39.4,,23,40.3197,-78.8294,2278,219.4,,ASP,1,1
KJST,3700,100,10,40.3175,-78.8385,2268,87,,28,40.318,-78.8253,2280,267,,ASP,0,1
KJST,7003,150,15,40.3237,-78.8422,2270,144.1,,33,40.3081,-78.8275,2260,324.1,,ASP,1,1
KJVL,6701,150,04,42.6118,-89.0498,804,41.4,,22,42.6256,-89.0333,805,221.4,,ASP,1,1
KJVL,7300,150,14,42.6281,-89.0552,795,134,,32,42.6143,-89.0355,806,314,,CON,1,1
KJVL,5000,75,18,42.6278,-89.0362,808,179.1,,36,42.6141,-89.036,805,359.1,,ASP,1,1
KJXN,5344,150,06,42.2561,-84.4667,994,50.8,438,24,42.2653,-84.4513,990,230.8,,ASP,1,1
KJXN,3501,100,14,42.2616,-84.4646,986,133.4,,32,42.2551,-84.4552,1000,313.4,315,ASP,1,1
KKIC,4485,100,11,36.2322,-121.128,366,132.9,,29,36.2239,-121.116,370,312.9,,ASP,1,1
KKLS,4391,100,12,46.1226,-122.904,20,140,,30,46.1134,-122.893,16,320,,ASP,1,1
KKNB,6193,75,01,37.0026,-112.535,4823,20.9,,19,37.0185,-112.528,4868,200.9,,ASP,1,1
KLAA,5001,60,08,38.0739,-102.694,3683,89.6,,26,38.074,-102.676,3689,269.6,,ASP,1,1
KLAA,6304,100,18,38.0749,-102.69,3679,189.6,,36,38.0578,-102.693,3706,9.6,,CON,1,1
KLAF,4226,100,05,40.4082,-86.939,593,47.3,,23,40.4157,-86.9275,603,227.3,313,ASP,1,1
KLAF,6600,150,10,40.414,-86.9509,600,100,,28,40.4111,-86.9275,598,280,,ASP,1,1
KLAL,5000,150,05,27.9834,-82.0204,130,45,,23,27.9932,-82.0094,141,225,,ASP,1,1
KLAL,8500,150,09,27.9892,-82.0339,132,90,,27,27.9893,-82.0075,142,270,,ASP,1,1
KLAM,5550,113,09,35.8814,-106.279,7171,102.4,,27,35.8782,-106.26,7132,282.4,,ASP,1,1
KLAN,5001,120,06,42.7732,-84.601,859,53,,24,42.7814,-84.5862,848,233,,PEM,1,1
KLAN,3601,75,10L,42.7819,-84.585,846,90.6,,28R,42.7818,-84.5716,851,270.6,,ASP,1,1
KLAN,7251,150,10R,42.7782,-84.6011,861,90.6,,28L,42.778,-84.5741,852,270.6,,ASP,1,1
KLAR,8500,150,03,41.3027,-105.687,7283,45.6,,21,41.319,-105.665,7272,225.6,,ASP,1,1
KLAR,6300,100,12,41.3197,-105.681,7273,134.6,,30,41.3076,-105.665,7275,314.6,,ASP,1,1
KLAS,8985,150,01L,36.0753,-115.17,2176,24.9,584,19R,36.0977,-115.158,2083,204.9,,CON,1,1
KLAS,9775,150,01R,36.0742,-115.168,2170,24.8,491,19L,36.0986,-115.154,2080,204.8,878,ASP,1,1
KLAS,14510,150,07L,36.0764,-115.17,2155,89.9,2139,25R,36.0764,-115.121,2044,270,1397,,1,1
KLAS,10526,150,07R,36.0736,-115.161,2157,90,,25L,36.0737,-115.126,2048,270,,,1,1
KLAW,8599,150,17,34.5786,-98.4172,1110,176.9,,35,34.555,-98.4156,1070,356.9,,CON,1,1
KLAX,8925,150,06L,33.9491,-118.431,112,83,,24R,33.9521,-118.402,117,263,,CON,1,1
KLAX,10285,150,06R,33.9467,-118.435,108,83,331,24L,33.9502,-118.402,111,263,,CON,1,1
KLAX,12091,150,07L,33.9358,-118.419,119,83,,25R,33.9399,-118.38,94,263,957,CON,1,1
KLAX,11096,200,07R,33.9338,-118.419,118,83,,25L,33.9375,-118.383,95,263,,CON,1,1
KLBB,8001,150,08,33.6622,-101.829,3257,89.7,200,26,33.6623,-101.803,3255,269.7,,CON,1,1
KLBB,2891,75,17L,33.6598,-101.817,3255,179.6,,35R,33.6519,-101.817,3262,359.6,,ASP,0,1
KLBB,11500,150,17R,33.6824,-101.829,3282,179.7,,35L,33.6508,-101.829,3243,359.7,,CON,1,1
KLBE,3596,75,03,40.2734,-79.4008,1141,19.6,,21,40.2827,-79.3964,1139,199.6,,ASP,1,1
KLBE,7001,100,05,40.2681,-79.417,1184,45.6,,23,40.2816,-79.399,1138,225.7,,ASP,1,1
KLBF,8000,150,12,41.1322,-100.69,2776,126,,30,41.1194,-100.667,2768,306,,CON,1,1
KLBF,4436,100,17,41.133,-100.693,2774,181.1,,35,41.1209,-100.693,2773,1.1,301,ASP,1,1
KLBL,5721,150,04,37.0387,-100.971,2884,45,,22,37.0498,-100.957,2876,225,,CON,0,1
KLBL,7105,150,17,37.0539,-100.956,2875,180,,35,37.0344,-100.956,2874,360,,ASP,1,1
KLBT,4974,150,01,34.605,-79.0561,116,0.2,,19,34.6186,-79.056,116,180.2,,ASP,0,1
KLBT,5510,150,05,34.6043,-79.0673,124,45,170,23,34.6149,-79.0544,123,225,,ASP,1,1
KLBT,4998,150,13,34.614,-79.0649,122,124.9,,31,34.6061,-79.0513,126,304.9,590,ASP,0,1
KLCG,3407,60,04,42.2375,-96.9879,1431,54,,22,42.243,-96.9777,1426,234,,ASP,1,1
KLCG,2000,120,13,42.2419,-96.9872,1427,136,,31,42.2379,-96.982,1426,316,,GRS,0,1
KLCG,4200,75,17,42.249,-96.9801,1427,181.5,,35,42.2375,-96.9805,1431,1.5,,ASP,1,1
KLCH,5200,100,05,30.1285,-93.2297,13,51.8,,23,30.1373,-93.2168,15,231.8,,ASP,1,1
KLCH,6500,150,15,30.1287,-93.2279,12,154.8,,33,30.1126,-93.2191,11,334.8,,CON,1,1
KLCI,5286,100,08,43.57,-71.4281,545,67.5,,26,43.5755,-71.4097,518,247.5,,ASP,1,1
KLCK,11937,150,05L,39.8033,-82.9441,742,45.3,919,23R,39.8264,-82.9139,741,225.3,1003,ASP,1,1
KLCK,12102,200,05R,39.8011,-82.942,735,45.3,,23L,39.8244,-82.9114,739,225.3,,PEM,1,1
KLCK,3244,60,06,39.815,-82.9203,740,46,,24,39.8211,-82.9119,740,226,,ASP,0,1
KLCQ,4000,75,05,30.1773,-82.5805,186,52,,23,30.1841,-82.5705,195,232,,ASP,1,1
KLCQ,8002,150,10,30.1841,-82.5901,198,97,,28,30.1814,-82.565,196,277,,ASP,1,1
KLDJ,4137,100,09,40.616,-74.2518,23,75.6,460,27,40.6189,-74.2374,20,255.6,543,ASP,1,1
KLDM,3503,75,01,43.9592,-86.413,641,2,,19,43.9688,-86.4126,637,182,,ASP,0,1
KLDM,5003,75,08,43.9593,-86.4135,641,71,,26,43.9637,-86.3955,646,251,,ASP,0,1
KLEB,5496,100,07,43.6258,-72.3121,562,59,,25,43.6335,-72.2942,574,239,,ASP,1,1
KLEB,5200,100,18,43.6293,-72.3074,563,168,,36,43.6154,-72.3033,603,348,,ASP,1,1
KLEE,4957,100,03,28.8162,-81.8118,68,35,299,21,28.8273,-81.8029,73,215,310,ASP,1,1
KLEE,5000,100,13,28.8288,-81.8161,75,130,,31,28.82,-81.8041,69,310,,ASP,1,1
KLEM,4501,75,11,45.9227,-102.112,2566,125.9,,29,45.9155,-102.098,2568,305.9,,ASP,1,1
KLEM,1900,60,17,45.9196,-102.108,,185,,35,45.9144,-102.109,,5,,GRS,0,1
KLEW,5001,100,04,44.0422,-70.2881,270,24.3,,22,44.0547,-70.2802,264,204.3,,ASP,1,1
KLEW,2750,75,17,44.0516,-70.2851,256,148,,35,44.0452,-70.2796,288,328,,ASP,1,1
KLEX,7003,150,04,38.0277,-84.6151,944,42,,22,38.0421,-84.599,972,222,45,ASP,1,1
KLFI,10000,150,08,37.0776,-76.3764,9,67.6,,26,37.0881,-76.3447,8,247.6,,CON,1,1
KLFK,5398,100,07,31.2343,-94.7574,284,75,,25,31.2381,-94.7407,296,255,,ASP,1,1
KLFK,4309,100,15,31.2369,-94.7535,275,160,,33,31.2258,-94.7488,275,340,105,ASP,1,1
KLFT,4099,75,04L,30.2014,-91.9924,42,38.6,,22R,30.2102,-91.9843,42,218.6,,ASP,1,1
KLFT,7651,150,04R,30.1965,-91.9928,40,38.7,,22L,30.2129,-91.9777,33,218.7,,ASP,1,1
KLFT,5399,148,11,30.2076,-91.9981,38,110,,29,30.2026,-91.9821,37,290,,ASP,0,1
KLGA,7000,150,04,40.7692,-73.8841,22,32,,22,40.7854,-73.8707,13,212,,ASP,1,1
KLGA,7000,150,13,40.7823,-73.8785,13,122,,31,40.7721,-73.8571,8,302,,ASP,1,1
KLGB,6192,150,07L,33.8228,-118.164,52,90.2,1305,25R,33.8227,-118.143,39,270.2,531,,1,1
KLGB,5420,150,07R,33.8138,-118.161,50,89.9,,25L,33.8138,-118.143,29,269.9,,,1,1
KLGB,10000,200,12,33.8262,-118.162,52,134.7,1341,30,33.8069,-118.138,30,314.7,1989,ASP,1,1
KLGB,4267,75,16L,33.823,-118.148,40,180.2,415,34R,33.8113,-118.148,33,0.2,292,ASP,0,1
KLGB,4470,75,16R,33.8249,-118.156,50,179.9,310,34L,33.8126,-118.156,41,359.9,,ASP,1,1
KLGC,5000,100,03,33.0043,-85.0768,678,24,,21,33.0168,-85.0701,684,204,,ASP,0,1
KLGC,5600,150,13,33.0119,-85.0792,680,127,,31,33.0027,-85.0645,675,307,,ASP,1,1
KLGD,5600,100,12,45.2955,-118.012,2717,135,,30,45.2847,-117.997,2707,315,,ASP,1,1
KLGD,3876,60,16,45.2957,-118.011,2714,180,486,34,45.285,-118.011,2709,360,,ASP,1,1
KLGF,6000,100,06,32.8598,-114.401,365,76,,24,32.8638,-114.382,422,256,,ASP,0,1
KLGF,6118,150,18,32.8754,-114.393,406,190.7,,36,32.859,-114.397,360,10.7,,ASP,1,1
KLGU,5007,150,05,41.7832,-111.866,4438,64.1,,23,41.7892,-111.849,4445,244.1,,ASP,0,1
KLGU,5005,75,10,41.791,-111.865,4440,122.3,,28,41.7836,-111.85,4452,302.3,215,ASP,0,1
KLGU,9010,100,17,41.8058,-111.848,4457,182.7,,35,41.7809,-111.849,4457,2.7,,ASP,1,1
KLHV,3806,100,09L,41.1353,-77.4292,556,82.3,,27R,41.1367,-77.4155,555,262.3,465,ASP,1,1
KLHV,2200,100,09R,41.1351,-77.4262,,82.2,,27L,41.1359,-77.4183,,262.2,,GRS,0,1
KLIC,4700,60,16,39.2811,-103.667,5374,169.6,,34,39.2684,-103.664,5349,349.6,,CON,1,1
KLIT,8273,150,04L,34.7225,-92.238,254,46.5,297,22R,34.7382,-92.218,262,226.5,,CON,1,1
KLIT,7200,150,04R,34.7214,-92.2187,260,46.5,,22L,34.735,-92.2013,259,226.5,,CON,1,1
KLIT,5124,150,18,34.7368,-92.2382,258,181.5,100,36,34.7227,-92.2386,253,1.5,100,CON,1,1
KLKP,4200,60,14,44.2701,-73.9683,1743,127.1,,32,44.2632,-73.9555,1745,307.1,1250,ASP,1,1
KLKV,5306,100,16,42.1684,-120.399,4733,180,,34,42.1538,-120.399,4724,360,,ASP,1,1
KLMS,4519,75,17,33.1523,-89.0638,548,170,,35,33.1401,-89.0612,562,350,,ASP,1,1
KLMT,5162,100,01,42.1558,-121.741,4087,24,,19,42.1689,-121.734,4086,204,,ASP,0,1
KLMT,5260,100,07,42.1563,-121.743,4092,90,307,25,42.1562,-121.723,4089,270,514,ASP,1,1
KLMT,10301,150,14,42.1692,-121.74,4091,158,,32,42.143,-121.726,4095,338,,PEM,1,1
KLNA,3256,75,03,26.5901,-80.0893,13,32,,21,26.5977,-80.084,14,212,,ASP,1,1
KLNA,3489,75,09,26.5912,-80.091,12,92,,27,26.5909,-80.0803,13,272,,ASP,1,1
KLNA,3421,100,15,26.5983,-80.0854,14,152,,33,26.59,-80.0805,13,332,,ASP,1,1
KLND,5000,100,03,42.8102,-108.736,5586,42.4,,21,42.8203,-108.724,,222.4,,ASP,1,1
KLNK,8649,150,14,40.8673,-96.7697,1199,145,363,32,40.8479,-96.7518,1179,325,470,PEM,1,1
KLNK,5400,100,17,40.8613,-96.7508,1219,180,,35,40.8465,-96.7508,1176,360,,PEM,1,1
KLNK,12901,200,18,40.863,-96.7617,1195,180,,36,40.8276,-96.7619,1175,360,,PEM,1,1
KLNN,5028,100,05,41.6804,-81.3974,624,44.6,428,23,41.6903,-81.3845,620,224.6,,ASP,1,1
KLNN,4272,100,10,41.6825,-81.3961,624,90.5,400,28,41.6824,-81.3805,626,270.5,1124,ASP,1,1
KLNP,5280,100,06,36.9835,-82.5375,2670,56.2,,24,36.9916,-82.5225,2684,236.2,,ASP,1,1
KLNR,5000,75,09,43.2126,-90.1872,716,90,,27,43.2127,-90.1684,718,270,,ASP,1,1
KLNR,1988,60,18,43.2126,-90.1855,,179.6,138,36,43.2075,-90.1854,,359.6,1030,ASP,1,1
KLNS,6934,150,08,40.1199,-76.3041,397,68,200,26,40.1271,-76.2811,376,248,459,ASP,1,1
KLNS,4102,100,13,40.1232,-76.3038,394,119.3,,31,40.1177,-76.291,400,299.3,,ASP,1,1
KLOL,5529,75,01,40.0619,-118.573,3900,30.4,,19,40.075,-118.563,3904,210.4,,ASP,1,1
KLOL,4922,75,07,40.0643,-118.571,3900,90,,25,40.0642,-118.554,3902,270,120,ASP,0,1
KLOT,5100,100,02,41.5992,-88.1009,680,13.7,,20,41.6128,-88.0965,663,193.7,,CON,1,1
KLOT,5697,75,09,41.6087,-88.1045,673,90,,27,41.6087,-88.0836,666,270,197,ASP,1,1
KLOU,4357,75,06,38.2254,-85.6694,545,60,847,24,38.2315,-85.6564,534,240,310,ASP,1,1
KLOU,3579,75,15,38.2314,-85.6685,538,143,206,33,38.2235,-85.6611,518,323,341,ASP,1,1
KLOZ,5650,150,06,37.0821,-84.0852,1211,52,,24,37.0917,-84.0696,1184,232,550,ASP,1,1
KLPC,4600,100,07,34.6657,-120.475,78,91,,25,34.6655,-120.46,88,271,395,ASP,1,1
KLQK,5002,100,05,34.805,-82.7087,963,43.8,,23,34.8149,-82.6971,1013,223.8,,ASP,1,1
KLRD,5928,150,14,27.5495,-99.4667,505,147.3,,32,27.5357,-99.4568,467,327.3,,CON,1,1
KLRD,8236,150,17L,27.5564,-99.4593,499,182.6,,35R,27.5337,-99.4605,475,2.6,,CON,1,1
KLRD,7830,150,17R,27.554,-99.4625,504,182.6,,35L,27.5325,-99.4636,484,2.6,,ASP,1,1
KLRF,12000,200,07,34.9114,-92.1655,286,71,,25,34.9221,-92.1276,290,251,,CON,1,1
KLRJ,4001,75,18,42.7834,-96.1927,1193,188,,36,42.7727,-96.1947,1196,8,290,CON,1,1
KLRU,7499,100,04,32.2846,-106.932,4436,54.6,,22,32.2965,-106.912,4452,234.6,,ASP,1,1
KLRU,6069,100,08,32.285,-106.932,4437,90,,26,32.285,-106.913,4436,270,,ASP,1,1
KLRU,7499,100,12,32.2992,-106.93,4456,135,,30,32.2846,-106.913,4436,315,,ASP,1,1
KLSB,3213,50,01,32.3308,-108.693,4289,21.1,,19,32.3391,-108.69,,201.1,,GRE,0,1
KLSB,5011,75,12,32.3372,-108.697,4278,130.2,,30,32.3283,-108.685,4277,310.2,,ASP,1,1
KLSE,5299,150,04,43.87,-91.2598,647,36,,22,43.8817,-91.2479,653,216,,ASP,1,1
KLSE,6050,150,13,43.8848,-91.2649,653,134,,31,43.8732,-91.2485,651,314,750,ASP,1,1
KLSE,8537,150,18,43.8932,-91.2589,652,179,,36,43.8698,-91.2586,648,359,924,CON,1,1
KLSF,10000,150,15,32.343,-84.9965,226,144.7,,33,32.3206,-84.9778,226,324.7,700,ASP,1,1
KLSK,5058,75,10,42.7568,-104.413,4964,115.5,,28,42.7508,-104.396,4952,295.5,,ASP,1,1
KLSN,3005,75,14,37.0666,-120.872,117,153.4,,32,37.0592,-120.867,119,333.4,,ASP,1,1
KLSV,10123,200,03L,36.2267,-115.047,1834,41,,21R,36.2476,-115.024,1870,221,,CON,1,1
KLSV,10055,150,03R,36.2249,-115.044,1826,41,,21L,36.2456,-115.022,1866,221,,CON,1,1
KLTS,3501,94,17,34.6825,-99.2655,1379,180,,35,34.6728,-99.2655,1364,360,,ASP,1,1
KLTS,9000,150,17L,34.6825,-99.2596,1382,180,,35R,34.6578,-99.2595,1354,360,,ASP,1,1
KLTS,13440,150,17R,34.6825,-99.2738,1379,180,,35L,34.6455,-99.2738,1346,360,,CON,1,1
KLUF,10012,150,03L,33.523,-112.399,1077,42.6,,21R,33.5432,-112.376,1084,222.6,,ASP,1,1
KLUF,9904,150,03R,33.5268,-112.39,1071,42.6,,21L,33.5469,-112.368,1084,222.6,,CON,1,1
KLUK,3802,100,03L,39.0996,-84.4242,483,23,,21R,39.1092,-84.419,479,203,,ASP,1,1
KLUK,6101,150,03R,39.0927,-84.4195,481,21,,21L,39.1084,-84.4118,475,201,,ASP,1,1
KLUK,5128,100,07,39.1026,-84.4279,482,62,439,25,39.1092,-84.412,475,242,,ASP,1,1
KLUL,5512,150,13,31.6784,-89.179,238,135,,31,31.6677,-89.1665,234,315,,ASP,1,1
KLVK,5253,100,07L,37.6939,-121.829,373,91,,25R,37.6938,-121.811,400,271,,ASP,1,1
KLVK,2699,75,07R,37.6925,-121.825,379,90.6,,25L,37.6925,-121.816,395,270.6,,ASP,0,1
KLVL,1890,70,06,36.7688,-77.7978,284,56.9,,24,36.7716,-77.7924,317,236.9,,GRE,0,1
KLVL,3020,50,18,36.7787,-77.7945,329,172.5,,36,36.7705,-77.7931,312,352.5,,ASP,1,1
KLVM,5701,75,04,45.6933,-110.455,4646,54.7,,22,45.7024,-110.437,4643,234.7,,ASP,1,1
KLVM,3700,125,08,45.7016,-110.457,4655,95,,26,45.7008,-110.442,4647,275,,GRS,0,1
KLVM,2715,120,13,45.7033,-110.454,4656,148.3,,31,45.6969,-110.449,4650,328.3,,GRS,0,1
KLVS,5004,75,02,35.6483,-105.147,6866,35,,20,35.6595,-105.138,6861,215,,ASP,1,1
KLVS,8198,75,14,35.6643,-105.149,6840,152,,32,35.6445,-105.136,6877,332,,ASP,1,1
KLWB,7004,150,04,37.8505,-80.4065,2288,35.3,,22,37.8662,-80.3925,2293,215.3,,ASP,1,1
KLWL,2681,150,01,41.1164,-114.924,5734,27,,19,41.123,-114.919,5711,207,,GVL,0,1
KLWL,5498,150,08,41.1173,-114.932,5708,100.8,,26,41.1145,-114.913,5769,280.8,,ASP,1,1
KLWM,5000,150,05,42.7109,-71.1289,135,38,,23,42.7217,-71.1174,134,218,,ASP,1,1
KLWM,3901,100,14,42.7212,-71.13,119,123,,32,42.7156,-71.1176,148,303,190,ASP,1,1
KLWS,6511,150,08,46.3738,-117.028,1427,99,,26,46.371,-117.002,1434,279,,ASP,1,1
KLWS,5002,100,12,46.3818,-117.024,1370,131,,30,46.3727,-117.009,1442,311,,ASP,1,1
KLWT,5600,100,02,47.0404,-109.481,4170,38,,20,47.0525,-109.467,4131,218,,ASP,1,1
KLWT,6100,100,08,47.053,-109.47,4128,90,,26,47.053,-109.445,4112,27,,ASP,1,1
KLWT,4102,60,12,47.0518,-109.476,4132,140,,30,47.0432,-109.465,4163,320,,ASP,0,1
KLWV,5198,150,09,38.7676,-87.6191,426,89.4,,27,38.7678,-87.6009,430,269.4,,ASP,1,1
KLWV,5199,150,18,38.768,-87.6011,430,180,,36,38.7537,-87.601,425,360,,ASP,1,1
KLXN,3200,250,01,40.7853,-99.7754,2400,18.2,,19,40.7936,-99.7718,2406,198.2,,GRS,0,1
KLXN,5489,100,14,40.797,-99.7832,2413,143.1,,32,40.785,-99.7713,2403,323.1,,CON,1,1
KLXV,6400,75,16,39.2281,-106.318,9925,170.3,,34,39.2108,-106.315,9919,350.3,,ASP,1,1
KLYH,5799,150,04,37.3179,-79.2059,899,27.8,,22,37.332,-79.1966,938,207.8,,ASP,1,1
KLYH,3387,75,17,37.3341,-79.2009,918,161.1,,35,37.3253,-79.1972,918,341.1,,ASP,1,1
KLYO,1700,100,14,38.3453,-98.2287,1690,146,,32,38.3414,-98.2253,1680,326,,GRS,0,1
KLYO,2550,150,17L,38.3475,-98.2253,1691,180,250,35R,38.3406,-98.2253,1680,360,,GRS,0,1
