icao_24bit_address,registration,manufacturer,model,aircraft_type,serial_number,description,operator,registered_at,registered_until,manufactured_at
8006e5,VT-KJB,Bombardier,Global 5000,GL5T,9446,L2J,,,,
800743,VT-RSP,Bombardier,Challenger 300,CL30,20356,L2J,,,,
8007c7,VT-APF,Bombardier,Challenger 300,CL30,20395,L2J,,,,
800b60,VT-SDK,Bombardier,Global Express XRS,GLEX,9228,L2J,,,,
800b66,VT-IBG,Bombardier,Global 5000,GL5T,9658,L2J,,,,
800b67,VT-JUI,Bombardier,Challenger 350,CL35,20591,L2J,,,,
800e03,GB8001,Bombardier,Global 5000,GL5T,9424,L2J,IFC,,,
800e04,GB8002,Bombardier,Global 5000,GL5T,9431,L2J,IFC,,,
840d80,JA03RJ,Bombardier,CRJ-200ER,CRJ2,7624,L2J,IBX,,,
8414a8,JA05RJ,Bombardier,CRJ-702 NG,CRJ7,10279,L2J,IBX,,,
84183c,JA06RJ,Bombardier,CRJ-702ER NG,CRJ7,10303,L2J,IBX,,,
841bd0,JA07RJ,Bombardier,CRJ-702ER NG,CRJ7,10327,L2J,IBX,,,
841f64,JA08RJ,Bombardier,CRJ-702ER NG,CRJ7,10333,L2J,IBX,,,
8422f8,JA09RJ,Bombardier,CRJ-702ER NG,CRJ7,10334,L2J,IBX,,,
845c8c,JA10RJ,Bombardier,CRJ-702ER NG,CRJ7,10340,L2J,IBX,,,
846020,JA11RJ,Bombardier,CRJ-702ER NG,CRJ7,10344,L2J,IBX,,,
8463b4,JA12RJ,Bombardier,CRJ-702ER NG,CRJ7,10345,L2J,IBX,,,
846748,JA13RJ,Bombardier,CRJ-700,CRJ7,10346,L2J,IBX,,,
84b44c,JA205J,Bombardier,CRJ-200ER,CRJ2,7767,L2J,JLJ,,,
84b490,JA207J,Bombardier,CRJ-200ER,CRJ2,8050,L2J,JLJ,,,
84b4b2,JA208J,Bombardier,CRJ-200ER,CRJ2,8059,L2J,JLJ,,,
84b4d4,JA209J,Bombardier,CRJ-200ER,CRJ2,8062,L2J,JLJ,,,
890012,7O-FAB,Bombardier,CRJ-702 NG,CRJ7,10268,L2J,FXX,,,
896231,A6-FBQ,Bombardier,Global 5000,GL5T,9282,L2J,EJO,,,
896370,A6-ACE,Bombardier,Global 5000,GL5T,9359,L2J,COO,,,
89641b,A6-RJC,Bombardier,Global 5000,GL5T,9600,L2J,ROJ,,,
896423,A6-RJD,Bombardier,Global 5000,GL5T,9621,L2J,ROJ,,,
89642f,A6-CBO,Bombardier,Global Express XRS,GLEX,9345,L2J,,,,
8964ba,A6-CAG,Bombardier,Global Express,GLEX,9030,L2J,,,,
899069,B-98888,Bombardier,Global 5000,GL5T,9477,L2J,,,,
8a0336,PK-GRA,Bombardier,CRJ-1000 NG,CRJX,19025,L2J,GIA,,,
8a0337,PK-GRC,Bombardier,CRJ-1000 NG,CRJX,19026,L2J,GIA,,,
8a0388,PK-GRE,Bombardier,CRJ-1000 NG,CRJX,19027,L2J,GIA,,,
8a038d,PK-GRF,Bombardier,CRJ-1000 NG,CRJX,19028,L2J,GIA,,,
8a038e,PK-GRG,Bombardier,CRJ-1000 NG,CRJX,19029,L2J,GIA,,,
8a038f,PK-GRH,Bombardier,CRJ-1000 NG,CRJX,19030,L2J,GIA,,,
8a03ba,PK-GRI,Bombardier,CRJ-1000 NG,CRJX,19031,L2J,GIA,,,
8a03bb,PK-GRJ,Bombardier,CRJ-1000 NG,CRJX,19032,L2J,GIA,,,
8a03bc,PK-GRK,Bombardier,CRJ-1000 NG,CRJX,19033,L2J,GIA,,,
8a03bd,PK-GRL,Bombardier,CRJ-1000 NG,CRJX,19034,L2J,GIA,,,
8a03be,PK-GRM,Bombardier,CRJ-1000 NG,CRJX,19035,L2J,GIA,,,
8a03bf,PK-GRN,Bombardier,CRJ-1000 NG,CRJX,19036,L2J,GIA,,,
8a047b,PK-GRO,Bombardier,CRJ-1000 NG,CRJX,19038,L2J,GIA,,,
8a047c,PK-GRP,Bombardier,CRJ-1000 NG,CRJX,19039,L2J,GIA,,,
8a047d,PK-GRQ,Bombardier,CRJ-1000 NG,CRJX,19040,L2J,GIA,,,
8a056e,PK-GRR,Bombardier,CRJ-1000 NG,CRJX,19042,L2J,GIA,,,
8a056f,PK-GRS,Bombardier,CRJ-1000 NG,CRJX,19043,L2J,GIA,,,
8a0570,PK-GRT,Bombardier,CRJ-1000 NG,CRJX,19044,L2J,GIA,,,
a00012,N1AR,Bombardier,Global Express,GLEX,9061,L2J,,,2023-04-30,2000-01-01
a0001e,N1BC,Bombardier,Challenger 300,CL30,20335,L2J,,,,
a00035,N1CA,Bombardier,Challenger 300,CL30,20360,L2J,,,2021-08-31,2012-01-01
a0003a,N1CF,Bombardier,Challenger 300,CL30,20054,L2J,,,2022-03-31,2005-01-01
a00054,N1DG,Bombardier,Global 5000,GL5T,9156,L2J,,,,
a00084,N1FE,Bombardier,Global Express,GLEX,9815,L2J,,,2021-06-30,2017-01-01
a000bf,N1HP,Bombardier,Challenger 300,CL30,20362,L2J,,,2021-09-30,2012-01-01
a000da,N1JR,Bombardier,Global Express,GLEX,9020,L2J,,,2021-03-31,1999-01-01
a0010d,N1LS,Bombardier,Global Express,GLEX,9151,L2J,,,2022-01-31,2004-01-01
a00133,N1NE,Bombardier,Global Express,GLEX,9205,L2J,,,2022-01-31,2006-01-01
a0017b,N1RB,Bombardier,Challenger 300,CL30,20073,L2J,,,2021-06-30,2005-01-01
a00181,N1RH,Bombardier,Challenger 300,CL30,20376,L2J,,,2021-12-31,2012-01-01
a002c5,N10EF,Bombardier,Challenger 350,CL35,20524,L2J,,,2021-01-31,2014-01-01
a002c7,N10EH,Bombardier,Challenger 300,CL30,20431,L2J,,,,
a003f6,N10SL,Bombardier,Global 5000,GL5T,9221,L2J,,,2022-10-31,2006-01-01
a005be,N100LR,Bombardier,Challenger 600,CL60,1064,L2J,,,2022-10-31,1982-01-01
a00622,N100QR,Bombardier,Challenger 600,CL60,1043,L2J,,,2021-12-31,1982-01-01
a00623,N100QS,Bombardier,Global 5000,GL5T,9480,L2J,EJA,,2023-01-31,2012-01-01
a00645,N100SA,Bombardier,Challenger 350,CL35,20559,L2J,,,2021-10-31,2015-01-01
a009da,N101QS,Bombardier,Global 5000,GL5T,9483,L2J,EJA,,2022-07-31,2012-01-01
a009e7,N101RE,Bombardier,Challenger 604,CL60,6101,L2J,,,2023-09-30,2017-01-01
a00a31,N101UD,Bombardier,Challenger 350,CL35,20512,L2J,EAI,,,
a00b2c,N1013,Bombardier,Challenger 300,CL30,20229,L2J,,,2021-09-30,2008-01-01
a010bc,N103KB,Bombardier,Challenger 601-3A,CL60,5065,L2J,,,,
a01230,N103ZZ,Bombardier,Global 5000,GL5T,9308,L2J,,,2020-11-30,2008-01-01
a013dc,N104DA,Bombardier,Global Express,GLEX,9266,L2J,,,2023-01-31,2007-01-01
a014ff,N104QS,Bombardier,Global 5000,GL5T,9555,L2J,EJA,,2022-06-30,2013-01-01
a02378,N108LT,Bombardier,Challenger 300,CL30,20751,L2J,,,2021-11-30,2018-01-01
a0273f,N109MJ,Bombardier,Challenger 300,CL30,20263,L2J,,,2023-03-31,2009-01-01
a02792,N109QS,Bombardier,Global 5000,GL5T,9589,L2J,EJA,,2022-10-31,2013-01-01
a029da,N11A,Bombardier,Global Express,GLEX,9187,L2J,,,2022-11-30,2006-01-01
a02a3f,N11EA,Bombardier,CRJ-700,CRJ7,10043,L2J,,,2023-03-31,
a02da2,N110QS,Bombardier,Global 5000,GL5T,9592,L2J,EJA,,2023-03-31,2013-01-01
a03159,N111QS,Bombardier,Global 5000,GL5T,9660,L2J,EJA,,2023-02-28,2014-01-01
