"icao_24bit_address","registration","manufacturer","model","aircraft_type","serial_number","description","airline","registered_at","registered_until","manufactured_at"
"00a75c","ZS-OWX","Antonov","An-32B","AN32","2806","L2T","VLA",NULL,NULL,NULL
"00a820","ZS-PEL","Antonov","An-32B","AN32","3004","L2T",NULL,NULL,NULL,NULL
"00a98f","ZS-PSO","Antonov","An-32B","AN32","2808","L2T",NULL,NULL,NULL,NULL
"018006","5A-DKN","Antonov","An-124-100","A124","19530502792","L4J",NULL,NULL,NULL,NULL
"07c00c","ST-AZM","Antonov","An-12BK","AN12","00346907","L4T","KTV",NULL,NULL,NULL
"07c01c","ST-ARP","Antonov","An-24RV","AN24","37308809","L2T","AFA",NULL,NULL,NULL
"07c03a","ST-TKO","Antonov","An-32B","AN32","3110","L2T","HAT",NULL,NULL,NULL
"07c04c","ST-PRK","Antonov","An-72-100","AN72","36572060642","L2J",NULL,NULL,NULL,NULL
"090031","T-702","Antonov","An-72","AN72","36572093876","L2J",NULL,NULL,NULL,NULL
"09003a","D2-MBO","Antonov","An-30A-100","AN30","1401","L2T",NULL,NULL,NULL,NULL
"090082","D2-FFV","Antonov","An-32A","AN32","2510","L2T",NULL,NULL,NULL,NULL
"0900d0","T-706","Antonov","An-72","AN72","36572070695","L2J",NULL,NULL,NULL,NULL
"0900de","D2-FGL","Antonov","An-32A","AN32","2601","L2T",NULL,NULL,NULL,NULL
"0b0439","CU-T1081","Antonov","An-2R","AN2","1G116-41","L1P","ITE",NULL,NULL,NULL
"0b043f","CU-T1087","Antonov","An-2R","AN2","1G115-58","L1P","CUB",NULL,NULL,NULL
"0b0442","CU-T1090","Antonov","An-2R","AN2","1G116-08","L1P","ITE",NULL,NULL,NULL
"0b0443","CU-T1091","Antonov","An-2R","AN2","1G116-04","L1P",NULL,NULL,NULL,NULL
"0b044b","CU-T1099","Antonov","An-2","AN2","1G120-33","L1P","ITE",NULL,NULL,NULL
"0b0451","CU-T1105","Antonov","An-2P","AN2","1G120-05","L1P","ITE",NULL,NULL,NULL
"0b045e","CU-T1118","Antonov","An-2R","AN2","1G120-12","L1P","ITE",NULL,NULL,NULL
"0b045f","CU-T1119","Antonov","An-2R","AN2","1G120-20","L1P","ITE",NULL,NULL,NULL
"0b0490","CU-T1168","Antonov","An-2R","AN2","1G232-08","L1P","ITE",NULL,NULL,NULL
"0b0491","CU-T1169","Antonov","An-2R","AN2","1G232-13","L1P","ITE",NULL,NULL,NULL
"0b0492","CU-T1170","Antonov","An-2R","AN2","1G232-11","L1P","CUB",NULL,NULL,NULL
"0b049b","CU-T1179","Antonov","An-2R","AN2","1G232-05","L1P","ITE",NULL,NULL,NULL
"0b049d","CU-A1181","Antonov","An-2R","AN2","1G232-15","L1P","ITE",NULL,NULL,NULL
"0b04a3","CU-T1187","Antonov","An-2R","AN2","1G231-59","L1P",NULL,NULL,NULL,NULL
"0b04a4","CU-T1188","Antonov","An-2R","AN2","1G232-10","L1P",NULL,NULL,NULL,NULL
"0b04c7","CU-T1463","Antonov","An-24RV","AN24","47309405","L2T",NULL,NULL,NULL,NULL
"0b04d7","CU-T1417","Antonov","An-26","AN26","7907","L2T",NULL,NULL,NULL,NULL
"0b0578","CU-T1400","Antonov","An-2R","AN2","1G115-57","L1P","ITE",NULL,NULL,NULL
"0b0579","CU-T1401","Antonov","An-26","AN26","12604","L2T",NULL,NULL,NULL,NULL
"0b0580","CU-T1408","Antonov","An-26","AN26","6903","L2T",NULL,NULL,NULL,NULL
"0b0582","CU-T1410","Antonov","An-2R","AN2","1G120-14","L1P","ITE",NULL,NULL,NULL
"0b0583","CU-T1411","Antonov","An-2R","AN2","1G120-25","L1P","ITE",NULL,NULL,NULL
"0b0584","CU-T1412","Antonov","An-2R","AN2","1G115-55","L1P","ITE",NULL,NULL,NULL
"0b058a","CU-T1418","Antonov","An-2P","AN2","1G120-06","L1P","ITE",NULL,NULL,NULL
"0b058c","CU-T1420","Antonov","An-26","AN26","6607","L2T",NULL,NULL,NULL,NULL
"0b058d","CU-T1421","Antonov","An-26","AN26","6610","L2T",NULL,NULL,NULL,NULL
"0b058f","CU-T1423","Antonov","An-26","AN26","3806","L2T",NULL,NULL,NULL,NULL
"0b0592","CU-T1426","Antonov","An-26","AN26","5603","L2T",NULL,NULL,NULL,NULL
"0b0595","CU-T1429","Antonov","An-26","AN26","7006","L2T",NULL,NULL,NULL,NULL
"0b0598","CU-T1432","Antonov","An-26","AN26","7306","L2T",NULL,NULL,NULL,NULL
"0b0599","CU-T1433","Antonov","An-26","AN26","7309","L2T",NULL,NULL,NULL,NULL
"0b059a","CU-T1434","Antonov","An-26","AN26","7701","L2T",NULL,NULL,NULL,NULL
"0b059b","CU-T1435","Antonov","An-26","AN26","7702","L2T",NULL,NULL,NULL,NULL
"0b05ea","CU-T1514","Antonov","An-2R","AN2","1G234-13","L1P","ITE",NULL,NULL,NULL
"0b05ec","CU-C1056","Antonov","An-2P","AN2","1G234-15","L1P",NULL,NULL,NULL,NULL
"0b05ee","CU-T1518","Antonov","An-2P","AN2","1G234-12","L1P","ITE",NULL,NULL,NULL
"0b05fa","CU-T1530","Antonov","An-2R","AN2","1G120-10","L1P","ITE",NULL,NULL,NULL
"0b05fb","CU-T1531","Antonov","An-2R","AN2","1G116-39","L1P","ITE",NULL,NULL,NULL
"0b06b2","CU-T1714","Antonov","An-158","A158","201-04","L2J","CUB",NULL,NULL,NULL
"100308","RF-00308","Antonov","An-28","AN28","1AJ001-04","L2T",NULL,NULL,NULL,NULL
"134524","RA-3451K","Antonov","An-2R","AN2","1G212-34","L1P",NULL,NULL,NULL,NULL
"136784","RA-28809","Antonov","An-28","AN28","1AJ002-07","L2T",NULL,NULL,NULL,NULL
"14014b","RF-00331","Antonov","An-2T","AN2","1G98-43","L1P",NULL,NULL,NULL,NULL
"14019a","RA-00410","Antonov","An-2T","AN2","1G237-11","L1P",NULL,NULL,NULL,NULL
"14019e","RA-00414","Antonov","An-2T","AN2","1G237-42","L1P",NULL,NULL,NULL,NULL
"1401a2","RA-00418","Antonov","An-2T","AN2","1G196-22","L1P",NULL,NULL,NULL,NULL
"1401a3","RA-00419","Antonov","An-2","AN2","117547307","L1P",NULL,NULL,NULL,NULL
"1401e4","RA-00484","Antonov","An-2T","AN2","1G160-32","L1P",NULL,NULL,NULL,NULL
"1401eb","RA-00491","Antonov","An-2T","AN2","1G237-53","L1P",NULL,NULL,NULL,NULL
"14044d","RA-01101","Antonov","An-2R","AN2","1G239-46","L1P",NULL,NULL,NULL,NULL
"14044e","RA-01102","Antonov","An-2R","AN2","1G239-47","L1P",NULL,NULL,NULL,NULL
"14044f","RA-01103","Antonov","An-2R","AN2","1G239-48","L1P",NULL,NULL,NULL,NULL
"140452","RA-01106","Antonov","An-2","AN2","1G239-58","L1P",NULL,NULL,NULL,NULL
"140453","RA-01107","Antonov","An-2","AN2","1G239-59","L1P",NULL,NULL,NULL,NULL
"140454","RA-01108","Antonov","An-2","AN2","1G239-60","L1P",NULL,NULL,NULL,NULL
"140456","RA-01110","Antonov","An-2","AN2","1G240-48","L1P",NULL,NULL,NULL,NULL
"140457","RA-01111","Antonov","An-2","AN2","1G240-49","L1P",NULL,NULL,NULL,NULL
"140458","RA-01112","Antonov","An-2PK","AN2","1G170-65","L1P",NULL,NULL,NULL,NULL
"14045a","RA-01114","Antonov","An-2","AN2","1G240-52","L1P",NULL,NULL,NULL,NULL
"14045b","RA-01115","Antonov","An-2","AN2","1G240-56","L1P","PNH",NULL,NULL,NULL
"14045c","RA-01116","Antonov","An-2T","AN2","1G240-57","L1P","FFA",NULL,NULL,NULL
"14045d","RA-01117","Antonov","An-2","AN2","1G240-58","L1P",NULL,NULL,NULL,NULL
"14045e","RA-01118","Antonov","An-2","AN2","1G240-59","L1P","PNH",NULL,NULL,NULL
"140462","RA-01122","Antonov","An-2T","AN2","1G238-04","L1P",NULL,NULL,NULL,NULL
"140475","RF-00145","Antonov","An-2TD","AN2","1G162-27","L1P",NULL,NULL,NULL,NULL
"140476","RA-01142","Antonov","An-2","AN2","1G238-40","L1P",NULL,NULL,NULL,NULL
"140477","RA-01143","Antonov","An-2T","AN2","1G236-04","L1P",NULL,NULL,NULL,NULL
"1404bf","RA-01215","Antonov","An-2T","AN2","1G236-56","L1P",NULL,NULL,NULL,NULL
"14057a","RA-01402","Antonov","An-2R","AN2","1G230-42","L1P",NULL,NULL,NULL,NULL
"14057b","RA-01403","Antonov","An-2R","AN2","1G230-43","L1P",NULL,NULL,NULL,NULL
"14057d","RA-01405","Antonov","An-2R","AN2","1G230-45","L1P",NULL,NULL,NULL,NULL
"140583","RA-01411","Antonov","An-2TP","AN2","1G230-51","L1P",NULL,NULL,NULL,NULL
"140587","RA-01415","Antonov","An-2TP","AN2","1G230-55","L1P","UTA",NULL,NULL,NULL
"140588","RA-01416","Antonov","An-2TP","AN2","1G230-56","L1P",NULL,NULL,NULL,NULL
"140589","RA-01417","Antonov","An-2TP","AN2","1G230-57","L1P",NULL,NULL,NULL,NULL
"14058a","RA-01418","Antonov","An-2TP","AN2","1G230-58","L1P",NULL,NULL,NULL,NULL
"14058d","RA-01421","Antonov","An-2R","AN2","1G231-01","L1P",NULL,NULL,NULL,NULL
"14058f","RA-01423","Antonov","An-2R","AN2","1G231-03","L1P",NULL,NULL,NULL,NULL
"140590","RA-01424","Antonov","An-2R","AN2","1G231-04","L1P",NULL,NULL,NULL,NULL
"140593","RA-01427","Antonov","An-2R","AN2","1G231-07","L1P","ORB",NULL,NULL,NULL
"140595","RA-01429","Antonov","An-2R","AN2","1G231-09","L1P",NULL,NULL,NULL,NULL
"140596","RA-01430","Antonov","An-2R","AN2","1G231-10","L1P","ORB",NULL,NULL,NULL
"140597","RA-01431","Antonov","An-2R","AN2","1G231-11","L1P",NULL,NULL,NULL,NULL
"140598","RA-01432","Antonov","An-2R","AN2","1G231-12","L1P",NULL,NULL,NULL,NULL
"140599","RA-01433","Antonov","An-2R","AN2","1G231-13","L1P",NULL,NULL,NULL,NULL
"14059a","RA-01434","Antonov","An-2R","AN2","1G231-14","L1P",NULL,NULL,NULL,NULL
"14059d","RA-01437","Antonov","An-2TP","AN2","1G231-17","L1P",NULL,NULL,NULL,NULL
"1405a1","RA-01441","Antonov","An-2R","AN2","1G231-22","L1P",NULL,NULL,NULL,NULL
"1405a3","RA-01443","Antonov","An-2R","AN2","1G231-24","L1P",NULL,NULL,NULL,NULL
"1405b0","RA-01456","Antonov","An-2TP","AN2","1G231-44","L1P","UTA",NULL,NULL,NULL
"1405b2","RA-01458","Antonov","An-2TP","AN2","1G231-46","L1P",NULL,NULL,NULL,NULL
"1405b7","RA-01463","Antonov","An-2TP","AN2","1G231-54","L1P","UTA",NULL,NULL,NULL
"1405ca","RA-01482","Antonov","An-2R","AN2","1G232-16","L1P",NULL,NULL,NULL,NULL
"1405cf","RA-01487","Antonov","An-2TP","AN2","1G232-21","L1P",NULL,NULL,NULL,NULL
"1405d0","RA-01488","Antonov","An-2TP","AN2","1G232-22","L1P",NULL,NULL,NULL,NULL
"1405d1","RA-01489","Antonov","An-2TP","AN2","1G232-23","L1P",NULL,NULL,NULL,NULL
"1405d2","RA-01490","Antonov","An-2TP","AN2","1G232-24","L1P","UTA",NULL,NULL,NULL
"1405d4","RA-01492","Antonov","An-2TP","AN2","1G232-26","L1P","UTA",NULL,NULL,NULL
"1405d8","RA-01496","Antonov","An-2TP","AN2","1G232-30","L1P","UTA",NULL,NULL,NULL
"1405da","RA-01498","Antonov","An-2R","AN2","1G232-32","L1P",NULL,NULL,NULL,NULL
"1405db","RA-01499","Antonov","An-2R","AN2","1G232-33","L1P",NULL,NULL,NULL,NULL
"140689","RA-01673","Antonov","An-2","AN2","1G83-14","L1P",NULL,NULL,NULL,NULL
"1406ca","RA-01738","Antonov","An-2P","AN2","1G106-35","L1P",NULL,NULL,NULL,NULL
"1406d5","RA-01749","Antonov","An-2","AN2","1G106-46","L1P",NULL,NULL,NULL,NULL
"1406e4","RA-01764","Antonov","An-2P","AN2","1G107-11","L1P",NULL,NULL,NULL,NULL
"1406f1","RA-01777","Antonov","An-2","AN2","1G139-27","L1P",NULL,NULL,NULL,NULL
"1406fe","RA-01790","Antonov","An-2","AN2","1G107-37","L1P",NULL,NULL,NULL,NULL
"140704","RA-01796","Antonov","An-2","AN2","1G107-43","L1P",NULL,NULL,NULL,NULL
"14071a","RA-01818","Antonov","An-2","AN2","1G109-04","L1P",NULL,NULL,NULL,NULL
"1407b5","RA-01973","Antonov","An-2T","AN2","115947306","L1P",NULL,NULL,NULL,NULL
"14088d","RA-02189","Antonov","An-2R","AN2","1G169-05","L1P",NULL,NULL,NULL,NULL
"140898","RA-02200","Antonov","An-2R","AN2","1G234-31","L1P",NULL,NULL,NULL,NULL
"140899","RA-02201","Antonov","An-2R","AN2","1G234-32","L1P",NULL,NULL,NULL,NULL
"14089c","RA-02204","Antonov","An-2R","AN2","1G234-35","L1P",NULL,NULL,NULL,NULL
"14089e","RA-02206","Antonov","An-2R","AN2","1G234-37","L1P",NULL,NULL,NULL,NULL
"14089f","RA-02207","Antonov","An-2R","AN2","1G234-38","L1P",NULL,NULL,NULL,NULL
"1408a2","RA-02210","Antonov","An-2R","AN2","1G234-41","L1P",NULL,NULL,NULL,NULL
"1408a3","RA-02211","Antonov","An-2R","AN2","1G234-42","L1P",NULL,NULL,NULL,NULL
"1408a4","RA-02212","Antonov","An-2R","AN2","1G234-43","L1P",NULL,NULL,NULL,NULL
"1408a5","RA-02213","Antonov","An-2R","AN2","1G234-44","L1P",NULL,NULL,NULL,NULL
"1408a7","RA-02215","Antonov","An-2R","AN2","1G234-46","L1P",NULL,NULL,NULL,NULL
"1408a9","RA-02217","Antonov","An-2R","AN2","1G234-48","L1P",NULL,NULL,NULL,NULL
"1408b8","RA-02232","Antonov","An-2R","AN2","1G235-03","L1P",NULL,NULL,NULL,NULL
"1408bb","RA-02235","Antonov","An-2R","AN2","1G235-06","L1P",NULL,NULL,NULL,NULL
"1408bc","RA-02236","Antonov","An-2R","AN2","1G235-07","L1P",NULL,NULL,NULL,NULL
"1408be","RA-02238","Antonov","An-2R","AN2","1G235-09","L1P","KZA",NULL,NULL,NULL
"1408c0","RA-02240","Antonov","An-2R","AN2","1G235-11","L1P",NULL,NULL,NULL,NULL
"1408c1","RA-02241","Antonov","An-2R","AN2","1G235-12","L1P",NULL,NULL,NULL,NULL
"1408c2","RA-02242","Antonov","An-2R","AN2","1G235-13","L1P",NULL,NULL,NULL,NULL
"1408c3","RA-02243","Antonov","An-2R","AN2","1G235-14","L1P",NULL,NULL,NULL,NULL
"1408c4","RA-02244","Antonov","An-2R","AN2","1G235-15","L1P",NULL,NULL,NULL,NULL
"1408ca","RA-02250","Antonov","An-2TP","AN2","1G234-04","L1P",NULL,NULL,NULL,NULL
"1408ce","RA-02254","Antonov","An-2","AN2","1G238-31","L1P",NULL,NULL,NULL,NULL
"1408cf","RA-02255","Antonov","An-2","AN2","1G238-32","L1P",NULL,NULL,NULL,NULL
"1408d0","RA-02256","Antonov","An-2","AN2","1G238-33","L1P",NULL,NULL,NULL,NULL
"1408d5","RA-02261","Antonov","An-2","AN2","1G238-38","L1P",NULL,NULL,NULL,NULL
"1408d6","RA-02262","Antonov","An-2","AN2","1G238-39","L1P","AGU",NULL,NULL,NULL
"1408d8","RA-02264","Antonov","An-2","AN2","1G238-41","L1P",NULL,NULL,NULL,NULL
"1408e7","RA-02279","Antonov","An-2T","AN2","1G239-06","L1P",NULL,NULL,NULL,NULL
"1408e8","RA-02280","Antonov","An-2","AN2","1G239-07","L1P",NULL,NULL,NULL,NULL
"1408ea","RA-02282","Antonov","An-2","AN2","1G239-09","L1P",NULL,NULL,NULL,NULL
"1408ed","RA-02285","Antonov","An-2","AN2","1G239-12","L1P",NULL,NULL,NULL,NULL
"1408ef","RA-02287","Antonov","An-2","AN2","1G239-14","L1P",NULL,NULL,NULL,NULL
"1408f2","RA-02290","Antonov","An-2","AN2","1G239-17","L1P",NULL,NULL,NULL,NULL
"1408f3","RA-02291","Antonov","An-2","AN2","1G239-18","L1P",NULL,NULL,NULL,NULL
"1408f5","RA-02293","Antonov","An-2R","AN2","1G239-20","L1P",NULL,NULL,NULL,NULL
"1408f6","RA-02294","Antonov","An-2R","AN2","1G239-21","L1P",NULL,NULL,NULL,NULL
"1408f7","RA-02295","Antonov","An-2R","AN2","1G239-22","L1P",NULL,NULL,NULL,NULL
"1408fc","RA-02300","Antonov","An-2","AN2","1G240-02","L1P",NULL,NULL,NULL,NULL
"1408fe","RA-02302","Antonov","An-2","AN2","1G240-04","L1P",NULL,NULL,NULL,NULL
"1408ff","RA-02303","Antonov","An-2","AN2","1G240-05","L1P",NULL,NULL,NULL,NULL
"140901","RA-02305","Antonov","An-2","AN2","1G240-07","L1P","VLV",NULL,NULL,NULL
"140902","RA-02306","Antonov","An-2","AN2","1G240-08","L1P",NULL,NULL,NULL,NULL
"140905","RA-02309","Antonov","An-2","AN2","1G240-11","L1P",NULL,NULL,NULL,NULL
"140906","RA-02310","Antonov","An-2R","AN2","1G240-12","L1P",NULL,NULL,NULL,NULL
"140908","RA-02312","Antonov","An-2R","AN2","1G240-14","L1P",NULL,NULL,NULL,NULL
"14090b","RA-02315","Antonov","An-2","AN2","1G240-17","L1P",NULL,NULL,NULL,NULL
"14090c","RA-02316","Antonov","An-2","AN2","1G240-18","L1P",NULL,NULL,NULL,NULL
"14090d","RA-02317","Antonov","An-2","AN2","1G240-19","L1P",NULL,NULL,NULL,NULL
"14090e","RA-02318","Antonov","An-2","AN2","1G240-20","L1P",NULL,NULL,NULL,NULL
"14090f","RA-02319","Antonov","An-2","AN2","1G238-28","L1P",NULL,NULL,NULL,NULL
"140910","RA-02320","Antonov","An-2","AN2","1G238-29","L1P",NULL,NULL,NULL,NULL
"140911","RA-02321","Antonov","An-2","AN2","1G238-30","L1P",NULL,NULL,NULL,NULL
"140914","RA-02324","Antonov","An-2R","AN2","1G239-28","L1P",NULL,NULL,NULL,NULL
"140915","RA-02325","Antonov","An-2R","AN2","1G239-29","L1P",NULL,NULL,NULL,NULL
"14095a","RA-02394","Antonov","An-2R","AN2","1G187-47","L1P",NULL,NULL,NULL,NULL
"140975","RA-02421","Antonov","An-2P","AN2","1G117-32","L1P","FFA",NULL,NULL,NULL
"140977","RA-02423","Antonov","An-2P","AN2","1G117-34","L1P",NULL,NULL,NULL,NULL
"140993","RA-02451","Antonov","An-2","AN2","1G117-62","L1P",NULL,NULL,NULL,NULL
"140994","RA-02452","Antonov","An-2R","AN2","1G193-37","L1P",NULL,NULL,NULL,NULL
"140997","RA-02455","Antonov","An-2","AN2","1G117-66","L1P",NULL,NULL,NULL,NULL
"14099d","RA-02461","Antonov","An-2TP","AN2","1G119-14","L1P",NULL,NULL,NULL,NULL
"1409ac","RA-02476","Antonov","An-2TP","AN2","1G119-19","L1P",NULL,NULL,NULL,NULL
"1409ad","RA-02477","Antonov","An-2TP","AN2","1G119-20","L1P",NULL,NULL,NULL,NULL
"1409ae","RA-02478","Antonov","An-2TP","AN2","1G119-21","L1P",NULL,NULL,NULL,NULL
"1409af","RA-02479","Antonov","An-2TP","AN2","1G119-22","L1P",NULL,NULL,NULL,NULL
"1409b0","RA-02480","Antonov","An-2TP","AN2","1G119-23","L1P",NULL,NULL,NULL,NULL
"1409b1","RA-02481","Antonov","An-2TP","AN2","1G119-24","L1P",NULL,NULL,NULL,NULL
"1409b4","RA-02484","Antonov","An-2TP","AN2","1G119-27","L1P",NULL,NULL,NULL,NULL
"1409da","RA-02522","Antonov","An-2TP","AN2","1G119-65","L1P","DRU",NULL,NULL,NULL
"140a0f","RA-02575","Antonov","An-2","AN2","1G120-35","L1P",NULL,NULL,NULL,NULL
"140a42","RA-02626","Antonov","An-2R","AN2","1G122-37","L1P",NULL,NULL,NULL,NULL
"140a76","RA-02678","Antonov","An-2","AN2","1G123-44","L1P",NULL,NULL,NULL,NULL
"140a78","RA-02680","Antonov","An-2","AN2","1G123-46","L1P",NULL,NULL,NULL,NULL
"140aa3","RA-02723","Antonov","An-2TP","AN2","1G125-01","L1P",NULL,NULL,NULL,NULL
"140ad0","02768","Antonov","An-2TP","AN2","1G125-46","L1P",NULL,NULL,NULL,NULL
"140ad2","RA-02770","Antonov","An-2TP","AN2","1G125-48","L1P",NULL,NULL,NULL,NULL
"140aff","RA-02815","Antonov","An-2T","AN2","1G118-39","L1P",NULL,NULL,NULL,NULL
"140b3f","RA-02879","Antonov","An-2T","AN2","1G162-21","L1P",NULL,NULL,NULL,NULL
"140b41","RA-02881","Antonov","An-2P","AN2","1G148-15","L1P",NULL,NULL,NULL,NULL
"140b42","RA-02882","Antonov","An-2T","AN2","1G235-48","L1P",NULL,NULL,NULL,NULL
"140b45","RA-02885","Antonov","An-2T","AN2","1G118-35","L1P",NULL,NULL,NULL,NULL
"1410ff","RA-04351","Antonov","An-2","AN2","113547309","L1P",NULL,NULL,NULL,NULL
"141652","RA-05714","Antonov","An-2R","AN2","1G153-27","L1P",NULL,NULL,NULL,NULL
"141674","RA-05748","Antonov","An-2P","AN2","1G151-56","L1P","UTA",NULL,NULL,NULL
"141679","RA-05753","Antonov","An-2P","AN2","1G151-61","L1P",NULL,NULL,NULL,NULL
"14167b","RA-05755","Antonov","An-2P","AN2","1G151-63","L1P",NULL,NULL,NULL,NULL
"141688","RA-05768","Antonov","An-2R","AN2","1G154-08","L1P","ORB",NULL,NULL,NULL
"141692","RA-05778","Antonov","An-2R","AN2","1G154-18","L1P",NULL,NULL,NULL,NULL
"1416ab","RA-05803","Antonov","An-2R","AN2","1G154-43","L1P",NULL,NULL,NULL,NULL
"1416b4","RA-05812","Antonov","An-2T","AN2","1G236-47","L1P",NULL,NULL,NULL,NULL
"1416ba","RA-05818","Antonov","An-2T","AN2","1G162-30","L1P",NULL,NULL,NULL,NULL
"1416ea","RA-05866","Antonov","An-3T-08","AN3","2106","L1T","FFA",NULL,NULL,NULL
"1416eb","RA-05867","Antonov","An-3T-08","AN3","2007","L1T","FFA",NULL,NULL,NULL
"1416ef","RA-05871","Antonov","An-3T","AN3","2319","L1T","RKA",NULL,NULL,NULL
"1416f8","RA-05880","Antonov","An-3T","AN3","2217","L1T","RKA",NULL,NULL,NULL
"1416fa","RA-05882","Antonov","An-3T","AN3","2002","L1T",NULL,NULL,NULL,NULL
"1416fb","RA-05883","Antonov","An-3T","AN3","2003","L1T",NULL,NULL,NULL,NULL
"141700","RA-05888","Antonov","An-3T","AN3","2112","L1T","VLV",NULL,NULL,NULL
"141701","RA-05889","Antonov","An-3T","AN3","2001","L1T",NULL,NULL,NULL,NULL
"1418da","RA-06362","Antonov","An-2","AN2","1G69-35","L1P",NULL,NULL,NULL,NULL
"1418e2","RA-06370","Antonov","An-2R","AN2","1G70-03","L1P",NULL,NULL,NULL,NULL
"1418ef","RA-06383","Antonov","An-2","AN2","1G70-15","L1P",NULL,NULL,NULL,NULL
"141bf4","RA-07156","Antonov","An-2R","AN2","1G145-32","L1P",NULL,NULL,NULL,NULL
"141bfa","RA-07162","Antonov","An-2R","AN2","1G145-38","L1P",NULL,NULL,NULL,NULL
"141bfe","RA-07166","Antonov","An-2R","AN2","1G145-55","L1P",NULL,NULL,NULL,NULL
"141c02","RA-07170","Antonov","An-2R","AN2","1G145-59","L1P",NULL,NULL,NULL,NULL
"141c09","RA-07177","Antonov","An-2TP","AN2","1G146-06","L1P",NULL,NULL,NULL,NULL
"141c17","RA-07191","Antonov","An-2","AN2","1G146-20","L1P",NULL,NULL,NULL,NULL
"141c19","RA-07193","Antonov","An-2","AN2","1G146-22","L1P",NULL,NULL,NULL,NULL
"141c1d","RA-07197","Antonov","An-2TP","AN2","1G146-26","L1P",NULL,NULL,NULL,NULL
"141c95","RA-07317","Antonov","An-2P","AN2","1G149-21","L1P",NULL,NULL,NULL,NULL
"141c9c","RA-07324","Antonov","An-2P","AN2","1G149-28","L1P",NULL,NULL,NULL,NULL
"141ca1","RA-07329","Antonov","An-2P","AN2","1G149-33","L1P",NULL,NULL,NULL,NULL
"141ca5","RA-07333","Antonov","An-2P","AN2","1G149-37","L1P",NULL,NULL,NULL,NULL
"141cc3","RA-07363","Antonov","An-2P","AN2","1G149-67","L1P",NULL,NULL,NULL,NULL
"141cc4","RA-07364","Antonov","An-2P","AN2","1G149-68","L1P",NULL,NULL,NULL,NULL
"141cc7","RA-07367","Antonov","An-2P","AN2","1G150-02","L1P",NULL,NULL,NULL,NULL
"141ce2","RA-07394","Antonov","An-2P","AN2","1G150-29","L1P",NULL,NULL,NULL,NULL
"141cfa","RA-07418","Antonov","An-2R","AN2","1G150-53","L1P","DRU",NULL,NULL,NULL
"141d07","RA-07431","Antonov","An-2P","AN2","1G151-06","L1P",NULL,NULL,NULL,NULL
"141d08","RA-07432","Antonov","An-2P","AN2","1G151-07","L1P",NULL,NULL,NULL,NULL
"141d0c","RA-07436","Antonov","An-2P","AN2","1G151-11","L1P",NULL,NULL,NULL,NULL
"141d11","RA-07441","Antonov","An-2P","AN2","1G151-16","L1P",NULL,NULL,NULL,NULL
"141d1e","RA-07454","Antonov","An-2P","AN2","1G151-29","L1P",NULL,NULL,NULL,NULL
"141d22","RA-07458","Antonov","An-2P","AN2","1G151-33","L1P",NULL,NULL,NULL,NULL
"141d26","RA-07462","Antonov","An-2P","AN2","1G151-37","L1P",NULL,NULL,NULL,NULL
"141d3c","RA-07484","Antonov","An-2TP","AN2","1G152-12","L1P",NULL,NULL,NULL,NULL
"141d3d","RA-07485","Antonov","An-2TP","AN2","1G152-13","L1P",NULL,NULL,NULL,NULL
"141d49","RA-07497","SibNIA","TVS-2MS","AN2","1G152-25","L1P",NULL,NULL,NULL,NULL
"141d58","RA-07512","Antonov","An-2TP","AN2","1G152-40","L1P",NULL,NULL,NULL,NULL
"141d7e","RA-07550","Antonov","An-2R","AN2","1G154-51","L1P",NULL,NULL,NULL,NULL
"141db9","RA-07609","Antonov","An-2R","AN2","1G156-49","L1P",NULL,NULL,NULL,NULL
"141dba","RA-07610","Antonov","An-2R","AN2","1G156-50","L1P",NULL,NULL,NULL,NULL
"141dc3","RA-07619","Antonov","An-2R","AN2","1G156-59","L1P",NULL,NULL,NULL,NULL
"141dd1","RA-07633","Antonov","An-2","AN2","1G157-18","L1P",NULL,NULL,NULL,NULL
"141ddb","RA-07643","Antonov","An-2TP","AN2","1G157-28","L1P",NULL,NULL,NULL,NULL
"141de1","RA-07649","Antonov","An-2","AN2","1G157-34","L1P","DRU",NULL,NULL,NULL
"141de7","RA-07655","Antonov","An-2TP","AN2","1G157-40","L1P",NULL,NULL,NULL,NULL
"141de9","RA-07657","Antonov","An-2R","AN2","1G157-42","L1P",NULL,NULL,NULL,NULL
"141dea","RA-07658","Antonov","An-2","AN2","1G157-43","L1P",NULL,NULL,NULL,NULL
"141dff","RA-07679","Antonov","An-2V","AN2","1G157-64","L1P",NULL,NULL,NULL,NULL
"141e35","RA-07733","Antonov","An-2P","AN2","1G159-08","L1P",NULL,NULL,NULL,NULL
"141e4a","RA-07754","Antonov","An-2P","AN2","1G159-32","L1P",NULL,NULL,NULL,NULL
"141e50","RA-07760","Antonov","An-2P","AN2","1G159-38","L1P",NULL,NULL,NULL,NULL
"141e5a","RA-07770","Antonov","An-2TP","AN2","1G161-45","L1P",NULL,NULL,NULL,NULL
"141e73","RA-07795","Antonov","An-2P","AN2","1G162-45","L1P",NULL,NULL,NULL,NULL
"141e75","RA-07797","Antonov","An-2P","AN2","1G162-47","L1P","FFA",NULL,NULL,NULL
"141e85","RA-07813","Antonov","An-2R","AN2","1G169-28","L1P","UTA",NULL,NULL,NULL
