icao_24bit_address,registration,manufacturer,model,aircraft_type,serial_number,description,operator,registered_at,registered_until,manufactured_at
ab1262,N812SH,Cessna,560 Citation V,C560,560-0049,L2J,,,2023-08-31,1990-01-01
ab126a,N812SR,Cessna,414A Chancellor,C414,414A-0326,L2P,,,2022-03-31,1979-01-01
ab150a,N813FM,Cessna,525 Citation M2,C25M,525-0884,L2J,,,2024-01-31,2015-01-01
ab154d,N813JD,Cessna,550B Citation Bravo,C55B,550-0838,L2J,,,2022-11-30,1998-01-01
ab1861,N814BR,Cessna,560XL Citation Excel,C56X,560-5003,L2J,,,2024-01-31,1998-01-01
ab188f,N814DM,Cessna,525 CitationJet CJ1,C525,525-0376,L2J,,,2023-03-31,2000-01-01
ab18e2,N814GV,Cessna,208B Grand Caravan,C208,208B-0958,L1T,ERR,,,
ab1935,N814LC,Cessna,550 Citation II,C550,550-0692,L2J,,,2023-11-30,1991-01-01
ab1939,N814LG,Cessna,525 CitationJet CJ1,C525,525-0534,L2J,,,2021-09-30,
ab1982,N814PE,Cessna,560XL Citation XLS+,C56X,560-6069,L2J,,,,
ab19a7,N814QS,Cessna,560 Citation Encore+,C560,560-0776,L2J,EJA,,,
ab19d6,N814SP,Cessna,525 CitationJet CJ1,C525,525-0510,L2J,,,,
ab1a3d,N814WS,Cessna,510 Citation Mustang,C510,510-0032,L2J,,,2023-05-31,2007-01-01
ab1c2d,N815CM,Cessna,560 Citation V,C560,560-0104,L2J,,,2021-11-30,1991-01-01
ab1cd4,N815KD,Cessna,208B Grand Caravan,C208,208B-5348,L1T,,,2023-06-30,2017-01-01
ab1cfb,N815LT,Cessna,560 Citation V,C560,560-0202,L2J,,,,
ab1d05,N815MC,Cessna,525 CitationJet CJ1,C525,525-0142,L2J,,,2023-03-31,1996-01-01
ab1d8d,N815SP,Cessna,172S Skyhawk,C172,172S8732,L1P,,,2021-10-31,2001-01-01
ab1f01,N8155L,Cessna,208B Grand Caravan,C208,208B-5060,L1T,,,2023-02-28,2013-01-01
ab1fca,N816BL,Cessna,525B CitationJet CJ3,C25B,525B-0602,L2J,,,2023-01-31,2019-01-01
